Pos,Start Number,Competitor,Class,Total Time,Diff,Laps,Best Lap,Best Lap No.,Best Speed
26,45,Joost van Giesen,110585 | ZAC B (11/08) - 19:31:00,57:6.131,8 laps,28,1:44.835,28,46.462 km/h
27,51,Eric Weber,110585 | ZAC B (11/08) - 19:31:00,57:6.311,8 laps,28,1:44.491,28,46.615 km/h
28,4,Bram van der Velden,110585 | ZAC B (11/08) - 19:31:00,57:6.381,8 laps,28,1:45.409,28,46.209 km/h
29,161,Jurgen van der Welle,110585 | ZAC B (11/08) - 19:31:00,57:6.679,8 laps,28,1:44.527,28,46.598 km/h
30,14,Jurn Bezemer,110585 | ZAC B (11/08) - 19:31:00,57:7.092,8 laps,28,1:45.641,28,46.107 km/h
31,11,Thomas Vobl,110585 | ZAC B (11/08) - 19:31:00,57:7.788,8 laps,28,1:45.917,28,45.987 km/h
32,28,Bas Neuteboom,110585 | ZAC B (11/08) - 19:31:00,57:8.655,8 laps,28,1:46.961,28,45.538 km/h
33,176,Callum van Welie,110585 | ZAC B (11/08) - 19:31:00,57:8.809,8 laps,28,1:46.560,28,45.709 km/h
34,43,André Mook,110585 | ZAC B (11/08) - 19:31:00,57:10.295,8 laps,28,1:48.534,28,44.878 km/h
35,61,Rémy van Es,110585 | ZAC B (11/08) - 19:31:00,57:10.889,8 laps,28,1:49.169,28,44.617 km/h
36,131,Remco Paulusma,110556 | ZAC A (11/08) - 19:30:00,57:11.898,8 laps,28,1:43.246,4,47.177 km/h
37,84,Robin Hendriks,110585 | ZAC B (11/08) - 19:31:00,57:12.372,8 laps,28,1:49.260,28,44.580 km/h
38,101,John van Etten,110585 | ZAC B (11/08) - 19:31:00,57:12.540,8 laps,28,1:49.600,28,44.442 km/h
39,86,Rob Vollebregt,110585 | ZAC B (11/08) - 19:31:00,57:13.004,8 laps,28,1:50.065,28,44.254 km/h
40,65,Louis Oudshoorn,110585 | ZAC B (11/08) - 19:31:00,57:13.889,8 laps,28,1:50.621,28,44.031 km/h
41,25,Melvin Straathof,110585 | ZAC B (11/08) - 19:31:00,57:15.392,8 laps,28,1:51.957,1,43.506 km/h
42,23,Marc Semmeling,110585 | ZAC B (11/08) - 19:31:00,57:15.714,8 laps,28,1:52.290,1,43.377 km/h
43,37,Rob van der Liende,110585 | ZAC B (11/08) - 19:31:00,57:9.947,9 laps,27,1:47.270,27,45.407 km/h
44,66,Sela Zeeman,110585 | ZAC B (11/08) - 19:31:00,57:15.266,9 laps,27,1:51.968,27,43.502 km/h
45,13,Jeroen Wieringa,110585 | ZAC B (11/08) - 19:31:00,51:31.449,11 laps,25,1:50.474,5,44.090 km/h
46,46,Saar Mooij,110585 | ZAC B (11/08) - 19:31:00,53:22.756,15 laps,21,1:53.367,1,42.965 km/h
47,62,Harmen Land,110585 | ZAC B (11/08) - 19:31:00,21:35.426,26 laps,10,1:52.708,1,43.216 km/h
48,40,Bart van Leeuwen,110585 | ZAC B (11/08) - 19:31:00,13:7.226,30 laps,6,1:52.713,4,43.214 km/h
49,1,Guido Smit,110556 | ZAC A (11/08) - 19:30:00,0.000,0.000,-,0.000,-,-
50,3,Tim van der Velden,110556 | ZAC A (11/08) - 19:30:00,0.000,0.000,-,0.000,-,-
51,6,Teun Berkhout,110556 | ZAC A (11/08) - 19:30:00,0.000,0.000,-,0.000,-,-
52,7,Caiden Jeurissen,110556 | ZAC A (11/08) - 19:30:00,0.000,0.000,-,0.000,-,-
53,8,Jasper Hupkes,110556 | ZAC A (11/08) - 19:30:00,0.000,0.000,-,0.000,-,-
54,9,Sander Huisson,110556 | ZAC A (11/08) - 19:30:00,0.000,0.000,-,0.000,-,-
55,11,Niels van Vliet,110556 | ZAC A (11/08) - 19:30:00,0.000,0.000,-,0.000,-,-
56,14,Tim Bennis,110556 | ZAC A (11/08) - 19:30:00,0.000,0.000,-,0.000,-,-
57,15,Mathijs Bodde,110556 | ZAC A (11/08) - 19:30:00,0.000,0.000,-,0.000,-,-
58,16,Peter Fils,110556 | ZAC A (11/08) - 19:30:00,0.000,0.000,-,0.000,-,-
59,17,Juul Hubert,110556 | ZAC A (11/08) - 19:30:00,0.000,0.000,-,0.000,-,-
60,18,Robbert Schaap,110556 | ZAC A (11/08) - 19:30:00,0.000,0.000,-,0.000,-,-
61,19,Maxim Harteloh,110556 | ZAC A (11/08) - 19:30:00,0.000,0.000,-,0.000,-,-
62,20,Robin Schoew,110556 | ZAC A (11/08) - 19:30:00,0.000,0.000,-,0.000,-,-
63,23,Joost te Braake,110556 | ZAC A (11/08) - 19:30:00,0.000,0.000,-,0.000,-,-
64,25,Ernst Fidom,110556 | ZAC A (11/08) - 19:30:00,0.000,0.000,-,0.000,-,-
65,26,Daan Hogenelst,110556 | ZAC A (11/08) - 19:30:00,0.000,0.000,-,0.000,-,-
66,51,Maurits Oskam,110556 | ZAC A (11/08) - 19:30:00,0.000,0.000,-,0.000,-,-
67,27,Jianhao Wu,110556 | ZAC A (11/08) - 19:30:00,0.000,0.000,-,0.000,-,-
68,29,Richard Schouten,110556 | ZAC A (11/08) - 19:30:00,0.000,0.000,-,0.000,-,-
69,30,Pieter Bekker,110556 | ZAC A (11/08) - 19:30:00,0.000,0.000,-,0.000,-,-
70,31,Alwin Niewold,110556 | ZAC A (11/08) - 19:30:00,0.000,0.000,-,0.000,-,-
71,33,Eibert van 't Hof,110556 | ZAC A (11/08) - 19:30:00,0.000,0.000,-,0.000,-,-
72,35,Ralph van der Meer,110556 | ZAC A (11/08) - 19:30:00,0.000,0.000,-,0.000,-,-
73,37,Julian Kerklaan,110556 | ZAC A (11/08) - 19:30:00,0.000,0.000,-,0.000,-,-
74,39,Roderick Loykens,110556 | ZAC A (11/08) - 19:30:00,0.000,0.000,-,0.000,-,-
75,41,Bob van den Berg,110556 | ZAC A (11/08) - 19:30:00,0.000,0.000,-,0.000,-,-
76,45,Alexander van den Berg van Saparoea,110556 | ZAC A (11/08) - 19:30:00,0.000,0.000,-,0.000,-,-
77,47,Arjen Koene,110556 | ZAC A (11/08) - 19:30:00,0.000,0.000,-,0.000,-,-
78,48,Linus Kloepfer,110556 | ZAC A (11/08) - 19:30:00,0.000,0.000,-,0.000,-,-
79,49,Max Etalle,110556 | ZAC A (11/08) - 19:30:00,0.000,0.000,-,0.000,-,-
80,52,Rik Bisschop,110556 | ZAC A (11/08) - 19:30:00,0.000,0.000,-,0.000,-,-
81,54,Teunis de Beer,110556 | ZAC A (11/08) - 19:30:00,0.000,0.000,-,0.000,-,-
82,101,Rens van der Hout,110556 | ZAC A (11/08) - 19:30:00,0.000,0.000,-,0.000,-,-
83,55,Jelmer Kraaijeveld,110556 | ZAC A (11/08) - 19:30:00,0.000,0.000,-,0.000,-,-
84,106,Viktor Huegen,110556 | ZAC A (11/08) - 19:30:00,0.000,0.000,-,0.000,-,-
85,108,Marco Antonio Bianco,110556 | ZAC A (11/08) - 19:30:00,0.000,0.000,-,0.000,-,-
86,56,Tom de Vreede,110556 | ZAC A (11/08) - 19:30:00,0.000,0.000,-,0.000,-,-
87,57,Teun Wissema,110556 | ZAC A (11/08) - 19:30:00,0.000,0.000,-,0.000,-,-
88,111,Frezer Netserab,110556 | ZAC A (11/08) - 19:30:00,0.000,0.000,-,0.000,-,-
89,58,Johan Olsthoorn,110556 | ZAC A (11/08) - 19:30:00,0.000,0.000,-,0.000,-,-
90,59,Milan de Vreede,110556 | ZAC A (11/08) - 19:30:00,0.000,0.000,-,0.000,-,-
91,119,Jonas van Dijk,110556 | ZAC A (11/08) - 19:30:00,0.000,0.000,-,0.000,-,-
92,124,Milan van den Ende,110556 | ZAC A (11/08) - 19:30:00,0.000,0.000,-,0.000,-,-
93,13,Maarten van der Salm,110556 | ZAC A (11/08) - 19:30:00,0.000,0.000,-,0.000,-,-
94,60,Ties Kuiper,110556 | ZAC A (11/08) - 19:30:00,0.000,0.000,-,0.000,-,-
95,146,Kevin Huskens,110556 | ZAC A (11/08) - 19:30:00,0.000,0.000,-,0.000,-,-
96,145,Yannick Huskens,110556 | ZAC A (11/08) - 19:30:00,0.000,0.000,-,0.000,-,-
97,142,Lars van Hooft,110556 | ZAC A (11/08) - 19:30:00,0.000,0.000,-,0.000,-,-
98,1,Luuk Nijhoff,110585 | ZAC B (11/08) - 19:31:00,0.000,0.000,-,0.000,-,-
99,2,Oskar Loman,110585 | ZAC B (11/08) - 19:31:00,0.000,0.000,-,0.000,-,-
100,3,Rombout Loman,110585 | ZAC B (11/08) - 19:31:00,0.000,0.000,-,0.000,-,-
101,5,Albert Berkhout,110585 | ZAC B (11/08) - 19:31:00,0.000,0.000,-,0.000,-,-
102,6,Bram Berkhout,110585 | ZAC B (11/08) - 19:31:00,0.000,0.000,-,0.000,-,-
103,9,Milou van de Beek,110585 | ZAC B (11/08) - 19:31:00,0.000,0.000,-,0.000,-,-
104,10,Sofie Freeke,110585 | ZAC B (11/08) - 19:31:00,0.000,0.000,-,0.000,-,-
105,12,Constantijn Dekker,110585 | ZAC B (11/08) - 19:31:00,0.000,0.000,-,0.000,-,-
106,15,Jeroen de Keijzer,110585 | ZAC B (11/08) - 19:31:00,0.000,0.000,-,0.000,-,-
107,18,Ot Kuiper,110585 | ZAC B (11/08) - 19:31:00,0.000,0.000,-,0.000,-,-
108,19,Tijme Aleman,110585 | ZAC B (11/08) - 19:31:00,0.000,0.000,-,0.000,-,-
109,21,Arco Flikweert,110585 | ZAC B (11/08) - 19:31:00,0.000,0.000,-,0.000,-,-
110,22,Jesse Flikweert,110585 | ZAC B (11/08) - 19:31:00,0.000,0.000,-,0.000,-,-
111,24,Ole Olsthoorn,110585 | ZAC B (11/08) - 19:31:00,0.000,0.000,-,0.000,-,-
112,29,Sanne Kerklaan,110585 | ZAC B (11/08) - 19:31:00,0.000,0.000,-,0.000,-,-
113,30,Niels Levelt,110585 | ZAC B (11/08) - 19:31:00,0.000,0.000,-,0.000,-,-
114,31,Dorien van Iwaarden,110585 | ZAC B (11/08) - 19:31:00,0.000,0.000,-,0.000,-,-
115,32,Björn Christian Benschop,110585 | ZAC B (11/08) - 19:31:00,0.000,0.000,-,0.000,-,-
116,33,Johan Bakker,110585 | ZAC B (11/08) - 19:31:00,0.000,0.000,-,0.000,-,-
117,34,Bram Veenhof,110585 | ZAC B (11/08) - 19:31:00,0.000,0.000,-,0.000,-,-
118,35,Anton Koopman,110585 | ZAC B (11/08) - 19:31:00,0.000,0.000,-,0.000,-,-
119,36,Paul van Sighem,110585 | ZAC B (11/08) - 19:31:00,0.000,0.000,-,0.000,-,-
120,39,René Ammerlaan,110585 | ZAC B (11/08) - 19:31:00,0.000,0.000,-,0.000,-,-
121,41,Mark van der Weide,110585 | ZAC B (11/08) - 19:31:00,0.000,0.000,-,0.000,-,-
122,42,Leo Perera,110585 | ZAC B (11/08) - 19:31:00,0.000,0.000,-,0.000,-,-
123,44,Ard Koeleman,110585 | ZAC B (11/08) - 19:31:00,0.000,0.000,-,0.000,-,-
124,48,Nanky Fernandez Bonilla,110585 | ZAC B (11/08) - 19:31:00,0.000,0.000,-,0.000,-,-
125,50,Niek Adema,110585 | ZAC B (11/08) - 19:31:00,0.000,0.000,-,0.000,-,-
126,52,Nienke Bennis,110585 | ZAC B (11/08) - 19:31:00,0.000,0.000,-,0.000,-,-
127,53,Floor Sigmond,110585 | ZAC B (11/08) - 19:31:00,0.000,0.000,-,0.000,-,-
128,54,Maurits van der Heijde,110585 | ZAC B (11/08) - 19:31:00,0.000,0.000,-,0.000,-,-
129,55,Mette Stoel,110585 | ZAC B (11/08) - 19:31:00,0.000,0.000,-,0.000,-,-
130,56,Raymond Olsthoorn,110585 | ZAC B (11/08) - 19:31:00,0.000,0.000,-,0.000,-,-
131,57,Djurre Aleman,110585 | ZAC B (11/08) - 19:31:00,0.000,0.000,-,0.000,-,-
132,58,Bart Vons,110585 | ZAC B (11/08) - 19:31:00,0.000,0.000,-,0.000,-,-
133,59,Qiyan Wang,110585 | ZAC B (11/08) - 19:31:00,0.000,0.000,-,0.000,-,-
134,60,Ricardo Jansen,110585 | ZAC B (11/08) - 19:31:00,0.000,0.000,-,0.000,-,-
135,63,Izzy Kreuk,110585 | ZAC B (11/08) - 19:31:00,0.000,0.000,-,0.000,-,-
136,64,Daniel El Helou,110585 | ZAC B (11/08) - 19:31:00,0.000,0.000,-,0.000,-,-
137,67,Joshua van der Liende,110585 | ZAC B (11/08) - 19:31:00,0.000,0.000,-,0.000,-,-
138,68,David van Aalst,110585 | ZAC B (11/08) - 19:31:00,0.000,0.000,-,0.000,-,-
139,69,Rowan Remmerswaal,110585 | ZAC B (11/08) - 19:31:00,0.000,0.000,-,0.000,-,-
140,70,Ferdou Nijenhuis,110585 | ZAC B (11/08) - 19:31:00,0.000,0.000,-,0.000,-,-
141,72,Bodi Van Buijtene,110585 | ZAC B (11/08) - 19:31:00,0.000,0.000,-,0.000,-,-
142,73,Stef van Buijtene,110585 | ZAC B (11/08) - 19:31:00,0.000,0.000,-,0.000,-,-
143,74,Leon Braat,110585 | ZAC B (11/08) - 19:31:00,0.000,0.000,-,0.000,-,-
144,75,Roel van der Weerd,110585 | ZAC B (11/08) - 19:31:00,0.000,0.000,-,0.000,-,-
145,92,Esrom Netserab,110585 | ZAC B (11/08) - 19:31:00,0.000,0.000,-,0.000,-,-
146,104,Edwin de Haas,110585 | ZAC B (11/08) - 19:31:00,0.000,0.000,-,0.000,-,-
147,105,Marco van Koppen,110585 | ZAC B (11/08) - 19:31:00,0.000,0.000,-,0.000,-,-
148,118,Jeroen Neve,110585 | ZAC B (11/08) - 19:31:00,0.000,0.000,-,0.000,-,-
149,134,Jan Pieter van Duijn,110585 | ZAC B (11/08) - 19:31:00,0.000,0.000,-,0.000,-,-
150,137,Stijn van Liefland,110585 | ZAC B (11/08) - 19:31:00,0.000,0.000,-,0.000,-,-
151,147,Efe Eken,110585 | ZAC B (11/08) - 19:31:00,0.000,0.000,-,0.000,-,-
152,-??-,- GK-67593 -,,0.000,0.000,-,0.000,-,-
153,-??-,- SH-18640 -,,0.000,0.000,-,0.000,-,-
154,-??-,- GZ-75296 -,,0.000,0.000,-,0.000,-,-
155,-??-,- LV-66603 -,,0.000,0.000,-,0.000,-,-
156,-??-,- LH-11494 -,,0.000,0.000,-,0.000,-,-
157,-??-,- HW-88491 -,,0.000,0.000,-,0.000,-,-
