Pos,Start Number,Competitor,Class,Total Time,Diff,Laps,Best Lap,Best Lap No.,Best Speed
16,136,Huub Kappert,110561 | ZAC A (15/09) - 19:30:00,1:8:38.428,43.397,37,1:42.649,8,47.451 km/h
17,4,Marc Plönes,110561 | ZAC A (15/09) - 19:30:00,1:8:38.856,43.825,37,1:43.228,8,47.185 km/h
18,16,Peter Fils,110561 | ZAC A (15/09) - 19:30:00,1:8:40.215,45.184,37,1:42.399,7,47.567 km/h
19,144,Eise Mentje de Vries,110561 | ZAC A (15/09) - 19:30:00,1:8:54.987,59.956,37,1:43.024,8,47.278 km/h
20,1,Guido Smit,110561 | ZAC A (15/09) - 19:30:00,1:8:37.761,1 lap,36,1:45.375,8,46.223 km/h
21,53,Mark Veenstra,110561 | ZAC A (15/09) - 19:30:00,1:8:39.488,1 lap,36,1:43.141,8,47.225 km/h
22,63,Jeroen Wieringa,110561 | ZAC A (15/09) - 19:30:00,1:8:23.059,2 laps,35,1:42.747,8,47.406 km/h
23,4,Bram van der Velden,110590 | ZAC B (15/09) - 19:31:00,57:44.741,8 laps,29,1:46.074,29,45.919 km/h
24,2,Oskar Loman,110590 | ZAC B (15/09) - 19:31:00,57:44.956,8 laps,29,1:46.125,29,45.897 km/h
25,7,Sijmen Kwakkel,110590 | ZAC B (15/09) - 19:31:00,57:45.033,8 laps,29,1:46.517,29,45.728 km/h
26,24,Ole Olsthoorn,110590 | ZAC B (15/09) - 19:31:00,57:45.278,8 laps,29,1:46.314,29,45.815 km/h
27,17,Olen Olsthoorn,110590 | ZAC B (15/09) - 19:31:00,57:45.931,8 laps,29,1:46.139,29,45.891 km/h
28,42,Leo Perera,110590 | ZAC B (15/09) - 19:31:00,57:45.982,8 laps,29,1:47.173,29,45.448 km/h
29,37,Rob van der Liende,110590 | ZAC B (15/09) - 19:31:00,57:46.175,8 laps,29,1:46.244,29,45.845 km/h
30,36,Paul van Sighem,110590 | ZAC B (15/09) - 19:31:00,57:46.210,8 laps,29,1:46.887,29,45.570 km/h
31,59,Qiyan Wang,110590 | ZAC B (15/09) - 19:31:00,57:46.400,8 laps,29,1:45.603,29,46.124 km/h
32,14,Jurn Bezemer,110590 | ZAC B (15/09) - 19:31:00,57:46.467,8 laps,29,1:46.991,29,45.525 km/h
33,11,Thomas Vobl,110590 | ZAC B (15/09) - 19:31:00,57:46.564,8 laps,29,1:47.576,29,45.278 km/h
34,144,G. Rubio,110590 | ZAC B (15/09) - 19:31:00,57:46.725,8 laps,29,1:47.595,29,45.270 km/h
35,187,Steef Rademaker,110590 | ZAC B (15/09) - 19:31:00,57:47.338,8 laps,29,1:47.143,29,45.461 km/h
36,19,Tijme Aleman,110590 | ZAC B (15/09) - 19:31:00,57:47.424,8 laps,29,1:48.191,7,45.020 km/h
37,30,Niels Levelt,110590 | ZAC B (15/09) - 19:31:00,57:47.650,8 laps,29,1:47.287,29,45.400 km/h
38,18,Ot Kuiper,110590 | ZAC B (15/09) - 19:31:00,57:48.561,8 laps,29,1:47.462,1,45.326 km/h
39,29,Sanne Kerklaan,110590 | ZAC B (15/09) - 19:31:00,57:48.615,8 laps,29,1:47.617,29,45.261 km/h
40,53,Floor Sigmond,110590 | ZAC B (15/09) - 19:31:00,57:50.259,8 laps,29,1:49.429,12,44.511 km/h
41,138,Alexandros Sklavos,110561 | ZAC A (15/09) - 19:30:00,57:53.067,8 laps,29,1:50.620,12,44.032 km/h
42,15,Jeroen de Keijzer,110590 | ZAC B (15/09) - 19:31:00,58:1.501,8 laps,29,1:49.912,12,44.315 km/h
43,146,Marc Kramer,110590 | ZAC B (15/09) - 19:31:00,57:46.661,9 laps,28,1:47.043,28,45.503 km/h
44,109,Sanne Brouwer,110590 | ZAC B (15/09) - 19:31:00,57:47.872,9 laps,28,1:47.753,28,45.203 km/h
45,76,Hans Kruithof,110590 | ZAC B (15/09) - 19:31:00,58:8.554,9 laps,28,1:50.789,8,43.965 km/h
46,58,Bart Vons,110590 | ZAC B (15/09) - 19:31:00,59:11.338,11 laps,26,1:50.764,1,43.975 km/h
47,112,Christiaan Meerbeek,110561 | ZAC A (15/09) - 19:30:00,46:51.274,12 laps,25,1:43.907,12,46.877 km/h
48,9,Milou van de Beek,110590 | ZAC B (15/09) - 19:31:00,58:3.533,12 laps,25,1:51.279,2,43.771 km/h
49,43,Ronald Geleynse,110561 | ZAC A (15/09) - 19:30:00,38:5.848,17 laps,20,1:44.115,12,46.783 km/h
50,5,Rob uit de Bosch,110561 | ZAC A (15/09) - 19:30:00,38:7.051,17 laps,20,1:42.719,8,47.419 km/h
51,28,Jan Gudde,110561 | ZAC A (15/09) - 19:30:00,35:32.975,18 laps,19,1:42.707,8,47.424 km/h
52,52,Nienke Bennis,110590 | ZAC B (15/09) - 19:31:00,39:52.118,18 laps,19,1:50.317,5,44.153 km/h
53,161,Jurgen van der Welle,110590 | ZAC B (15/09) - 19:31:00,35:17.229,19 laps,18,1:48.122,7,45.049 km/h
54,76,Erik van Trigt,110561 | ZAC A (15/09) - 19:30:00,32:55.578,22 laps,15,1:43.065,8,47.259 km/h
55,61,Rémy van Es,110590 | ZAC B (15/09) - 19:31:00,14:52.838,31 laps,6,1:52.766,4,43.194 km/h
56,51,Eric Weber,110590 | ZAC B (15/09) - 19:31:00,10:44.719,32 laps,5,1:50.743,2,43.983 km/h
57,43,André Mook,110590 | ZAC B (15/09) - 19:31:00,1:11.715,37 laps,-,0.000,-,-
58,3,Tim van der Velden,110561 | ZAC A (15/09) - 19:30:00,0.000,0.000,-,0.000,-,-
59,6,Teun Berkhout,110561 | ZAC A (15/09) - 19:30:00,0.000,0.000,-,0.000,-,-
60,7,Caiden Jeurissen,110561 | ZAC A (15/09) - 19:30:00,0.000,0.000,-,0.000,-,-
61,8,Jasper Hupkes,110561 | ZAC A (15/09) - 19:30:00,0.000,0.000,-,0.000,-,-
62,9,Sander Huisson,110561 | ZAC A (15/09) - 19:30:00,0.000,0.000,-,0.000,-,-
63,11,Niels van Vliet,110561 | ZAC A (15/09) - 19:30:00,0.000,0.000,-,0.000,-,-
64,14,Tim Bennis,110561 | ZAC A (15/09) - 19:30:00,0.000,0.000,-,0.000,-,-
65,15,Mathijs Bodde,110561 | ZAC A (15/09) - 19:30:00,0.000,0.000,-,0.000,-,-
66,64,Maxim Harteloh,110561 | ZAC A (15/09) - 19:30:00,0.000,0.000,-,0.000,-,-
67,20,Robin Schoew,110561 | ZAC A (15/09) - 19:30:00,0.000,0.000,-,0.000,-,-
68,22,Jaco de Hoog,110561 | ZAC A (15/09) - 19:30:00,0.000,0.000,-,0.000,-,-
69,25,Ernst Fidom,110561 | ZAC A (15/09) - 19:30:00,0.000,0.000,-,0.000,-,-
70,51,Maurits Oskam,110561 | ZAC A (15/09) - 19:30:00,0.000,0.000,-,0.000,-,-
71,27,Jianhao Wu,110561 | ZAC A (15/09) - 19:30:00,0.000,0.000,-,0.000,-,-
72,29,Richard Schouten,110561 | ZAC A (15/09) - 19:30:00,0.000,0.000,-,0.000,-,-
73,30,Pieter Bekker,110561 | ZAC A (15/09) - 19:30:00,0.000,0.000,-,0.000,-,-
74,31,Alwin Niewold,110561 | ZAC A (15/09) - 19:30:00,0.000,0.000,-,0.000,-,-
75,32,Martijn Coeveld,110561 | ZAC A (15/09) - 19:30:00,0.000,0.000,-,0.000,-,-
76,33,Eibert van 't Hof,110561 | ZAC A (15/09) - 19:30:00,0.000,0.000,-,0.000,-,-
77,34,Timo de Waard,110561 | ZAC A (15/09) - 19:30:00,0.000,0.000,-,0.000,-,-
78,35,Ralph van der Meer,110561 | ZAC A (15/09) - 19:30:00,0.000,0.000,-,0.000,-,-
79,38,Bart Vonk,110561 | ZAC A (15/09) - 19:30:00,0.000,0.000,-,0.000,-,-
80,40,Kees Pameijer,110561 | ZAC A (15/09) - 19:30:00,0.000,0.000,-,0.000,-,-
81,41,Bob van den Berg,110561 | ZAC A (15/09) - 19:30:00,0.000,0.000,-,0.000,-,-
82,42,Sam Lagerwij,110561 | ZAC A (15/09) - 19:30:00,0.000,0.000,-,0.000,-,-
83,44,Don de Leeuw,110561 | ZAC A (15/09) - 19:30:00,0.000,0.000,-,0.000,-,-
84,45,Alexander van den Berg van Saparoea,110561 | ZAC A (15/09) - 19:30:00,0.000,0.000,-,0.000,-,-
85,47,Arjen Koene,110561 | ZAC A (15/09) - 19:30:00,0.000,0.000,-,0.000,-,-
86,48,Linus Kloepfer,110561 | ZAC A (15/09) - 19:30:00,0.000,0.000,-,0.000,-,-
87,49,Max Etalle,110561 | ZAC A (15/09) - 19:30:00,0.000,0.000,-,0.000,-,-
88,54,Teunis de Beer,110561 | ZAC A (15/09) - 19:30:00,0.000,0.000,-,0.000,-,-
89,55,Jelmer Kraaijeveld,110561 | ZAC A (15/09) - 19:30:00,0.000,0.000,-,0.000,-,-
90,108,Marco Antonio Bianco,110561 | ZAC A (15/09) - 19:30:00,0.000,0.000,-,0.000,-,-
91,56,Tom de Vreede,110561 | ZAC A (15/09) - 19:30:00,0.000,0.000,-,0.000,-,-
92,57,Teun Wissema,110561 | ZAC A (15/09) - 19:30:00,0.000,0.000,-,0.000,-,-
93,111,Frezer Netserab,110561 | ZAC A (15/09) - 19:30:00,0.000,0.000,-,0.000,-,-
94,59,Milan de Vreede,110561 | ZAC A (15/09) - 19:30:00,0.000,0.000,-,0.000,-,-
95,119,Jonas van Dijk,110561 | ZAC A (15/09) - 19:30:00,0.000,0.000,-,0.000,-,-
96,129,Noud van de Gevel,110561 | ZAC A (15/09) - 19:30:00,0.000,0.000,-,0.000,-,-
97,60,Ties Kuiper,110561 | ZAC A (15/09) - 19:30:00,0.000,0.000,-,0.000,-,-
98,1,Luuk Nijhoff,110590 | ZAC B (15/09) - 19:31:00,0.000,0.000,-,0.000,-,-
99,3,Rombout Loman,110590 | ZAC B (15/09) - 19:31:00,0.000,0.000,-,0.000,-,-
100,5,Albert Berkhout,110590 | ZAC B (15/09) - 19:31:00,0.000,0.000,-,0.000,-,-
101,6,Bram Berkhout,110590 | ZAC B (15/09) - 19:31:00,0.000,0.000,-,0.000,-,-
102,10,Sofie Freeke,110590 | ZAC B (15/09) - 19:31:00,0.000,0.000,-,0.000,-,-
103,12,Constantijn Dekker,110590 | ZAC B (15/09) - 19:31:00,0.000,0.000,-,0.000,-,-
104,21,Arco Flikweert,110590 | ZAC B (15/09) - 19:31:00,0.000,0.000,-,0.000,-,-
105,22,Jesse Flikweert,110590 | ZAC B (15/09) - 19:31:00,0.000,0.000,-,0.000,-,-
106,23,Marc Semmeling,110590 | ZAC B (15/09) - 19:31:00,0.000,0.000,-,0.000,-,-
107,25,Melvin Straathof,110590 | ZAC B (15/09) - 19:31:00,0.000,0.000,-,0.000,-,-
108,28,Bas Neuteboom,110590 | ZAC B (15/09) - 19:31:00,0.000,0.000,-,0.000,-,-
109,31,Dorien van Iwaarden,110590 | ZAC B (15/09) - 19:31:00,0.000,0.000,-,0.000,-,-
110,32,Björn Christian Benschop,110590 | ZAC B (15/09) - 19:31:00,0.000,0.000,-,0.000,-,-
111,33,Johan Bakker,110590 | ZAC B (15/09) - 19:31:00,0.000,0.000,-,0.000,-,-
112,34,Bram Veenhof,110590 | ZAC B (15/09) - 19:31:00,0.000,0.000,-,0.000,-,-
113,35,Anton Koopman,110590 | ZAC B (15/09) - 19:31:00,0.000,0.000,-,0.000,-,-
114,38,Femke van Welie,110590 | ZAC B (15/09) - 19:31:00,0.000,0.000,-,0.000,-,-
115,39,René Ammerlaan,110590 | ZAC B (15/09) - 19:31:00,0.000,0.000,-,0.000,-,-
116,40,Bart van Leeuwen,110590 | ZAC B (15/09) - 19:31:00,0.000,0.000,-,0.000,-,-
117,41,Mark van der Weide,110590 | ZAC B (15/09) - 19:31:00,0.000,0.000,-,0.000,-,-
118,44,Ard Koeleman,110590 | ZAC B (15/09) - 19:31:00,0.000,0.000,-,0.000,-,-
119,45,Joost van Giesen,110590 | ZAC B (15/09) - 19:31:00,0.000,0.000,-,0.000,-,-
120,46,Saar Mooij,110590 | ZAC B (15/09) - 19:31:00,0.000,0.000,-,0.000,-,-
121,48,Nanky Fernandez Bonilla,110590 | ZAC B (15/09) - 19:31:00,0.000,0.000,-,0.000,-,-
122,50,Niek Adema,110590 | ZAC B (15/09) - 19:31:00,0.000,0.000,-,0.000,-,-
123,54,Maurits van der Heijde,110590 | ZAC B (15/09) - 19:31:00,0.000,0.000,-,0.000,-,-
124,55,Mette Stoel,110590 | ZAC B (15/09) - 19:31:00,0.000,0.000,-,0.000,-,-
125,56,Raymond Olsthoorn,110590 | ZAC B (15/09) - 19:31:00,0.000,0.000,-,0.000,-,-
126,57,Djurre Aleman,110590 | ZAC B (15/09) - 19:31:00,0.000,0.000,-,0.000,-,-
127,60,Ricardo Jansen,110590 | ZAC B (15/09) - 19:31:00,0.000,0.000,-,0.000,-,-
128,62,Harmen Land,110590 | ZAC B (15/09) - 19:31:00,0.000,0.000,-,0.000,-,-
129,63,Izzy Kreuk,110590 | ZAC B (15/09) - 19:31:00,0.000,0.000,-,0.000,-,-
130,64,Daniel El Helou,110590 | ZAC B (15/09) - 19:31:00,0.000,0.000,-,0.000,-,-
131,65,Louis Oudshoorn,110590 | ZAC B (15/09) - 19:31:00,0.000,0.000,-,0.000,-,-
132,68,David van Aalst,110590 | ZAC B (15/09) - 19:31:00,0.000,0.000,-,0.000,-,-
133,70,Ferdou Nijenhuis,110590 | ZAC B (15/09) - 19:31:00,0.000,0.000,-,0.000,-,-
134,74,Leon Braat,110590 | ZAC B (15/09) - 19:31:00,0.000,0.000,-,0.000,-,-
135,75,Roel van der Weerd,110590 | ZAC B (15/09) - 19:31:00,0.000,0.000,-,0.000,-,-
136,92,Esrom Netserab,110590 | ZAC B (15/09) - 19:31:00,0.000,0.000,-,0.000,-,-
137,105,Marco van Koppen,110590 | ZAC B (15/09) - 19:31:00,0.000,0.000,-,0.000,-,-
138,137,Stijn van Liefland,110590 | ZAC B (15/09) - 19:31:00,0.000,0.000,-,0.000,-,-
139,168,Melissa Hofman,110590 | ZAC B (15/09) - 19:31:00,0.000,0.000,-,0.000,-,-
140,186,Floris Winia,110590 | ZAC B (15/09) - 19:31:00,0.000,0.000,-,0.000,-,-
141,188,Zhangze Shao,110590 | ZAC B (15/09) - 19:31:00,0.000,0.000,-,0.000,-,-
142,-??-,- KR-68794 -,,0.000,0.000,-,0.000,-,-
143,-??-,- KH-39542 -,,0.000,0.000,-,0.000,-,-
144,-??-,- SR-11967 -,,0.000,0.000,-,0.000,-,-
145,-??-,- FN-46663 -,,0.000,0.000,-,0.000,-,-
146,-??-,- GZ-75296 -,,0.000,0.000,-,0.000,-,-
