Pos,Start Number,Competitor,Class,Total Time,Diff,Laps,Best Lap,Best Lap No.,Best Speed
39,76,Hans Kruithof,110582 | ZAC B (21/07) - 19:31:00,1:3:41.454,7 laps,32,1:47.356,32,45.371 km/h
40,51,Maurits Oskam,110553 | ZAC A (21/07) - 19:30:00,1:3:41.753,7 laps,32,1:46.724,32,45.639 km/h
41,18,Ot Kuiper,110582 | ZAC B (21/07) - 19:31:00,1:3:42.236,7 laps,32,1:47.387,32,45.357 km/h
42,21,Arco Flikweert,110582 | ZAC B (21/07) - 19:31:00,1:3:42.388,7 laps,32,1:47.047,32,45.502 km/h
43,63,Izzy Kreuk,110582 | ZAC B (21/07) - 19:31:00,1:3:42.710,7 laps,32,1:50.026,32,44.270 km/h
44,101,John van Etten,110582 | ZAC B (21/07) - 19:31:00,1:3:42.752,7 laps,32,1:47.152,32,45.457 km/h
45,39,René Ammerlaan,110582 | ZAC B (21/07) - 19:31:00,1:3:42.969,7 laps,32,1:49.892,32,44.324 km/h
46,86,Rob Vollebregt,110582 | ZAC B (21/07) - 19:31:00,1:3:43.266,7 laps,32,1:47.796,32,45.185 km/h
47,58,Bart Vons,110582 | ZAC B (21/07) - 19:31:00,1:3:43.289,7 laps,32,1:47.449,32,45.331 km/h
48,52,Nienke Bennis,110582 | ZAC B (21/07) - 19:31:00,1:3:46.982,7 laps,32,1:48.818,21,44.761 km/h
49,40,Bart van Leeuwen,110582 | ZAC B (21/07) - 19:31:00,1:3:47.670,7 laps,32,1:50.914,4,43.915 km/h
50,15,Jeroen de Keijzer,110582 | ZAC B (21/07) - 19:31:00,1:3:52.455,7 laps,32,1:49.823,21,44.351 km/h
51,43,André Mook,110582 | ZAC B (21/07) - 19:31:00,1:3:52.510,7 laps,32,1:50.523,21,44.070 km/h
52,23,Marc Semmeling,110582 | ZAC B (21/07) - 19:31:00,1:4:48.970,7 laps,32,1:50.662,4,44.015 km/h
53,28,Bas Neuteboom,110582 | ZAC B (21/07) - 19:31:00,1:3:59.317,8 laps,31,1:51.015,4,43.875 km/h
54,46,Saar Mooij,110582 | ZAC B (21/07) - 19:31:00,45:24.122,19 laps,20,1:50.330,19,44.148 km/h
55,61,Rémy van Es,110582 | ZAC B (21/07) - 19:31:00,42:30.247,20 laps,19,1:52.318,13,43.366 km/h
56,119,Marco Van Tol,110582 | ZAC B (21/07) - 19:31:00,42:59.934,20 laps,19,1:50.581,4,44.047 km/h
57,53,Melvin Straathof,110553 | ZAC A (21/07) - 19:30:00,32:54.199,23 laps,16,1:50.840,4,43.944 km/h
58,2,Dennis van der Velden,110553 | ZAC A (21/07) - 19:30:00,0.000,0.000,-,0.000,-,-
59,3,Tim van der Velden,110553 | ZAC A (21/07) - 19:30:00,0.000,0.000,-,0.000,-,-
60,6,Teun Berkhout,110553 | ZAC A (21/07) - 19:30:00,0.000,0.000,-,0.000,-,-
61,7,Caiden Jeurissen,110553 | ZAC A (21/07) - 19:30:00,0.000,0.000,-,0.000,-,-
62,8,Jasper Hupkes,110553 | ZAC A (21/07) - 19:30:00,0.000,0.000,-,0.000,-,-
63,9,Sander Huisson,110553 | ZAC A (21/07) - 19:30:00,0.000,0.000,-,0.000,-,-
64,11,Niels van Vliet,110553 | ZAC A (21/07) - 19:30:00,0.000,0.000,-,0.000,-,-
65,14,Tim Bennis,110553 | ZAC A (21/07) - 19:30:00,0.000,0.000,-,0.000,-,-
66,15,Mathijs Bodde,110553 | ZAC A (21/07) - 19:30:00,0.000,0.000,-,0.000,-,-
67,16,Peter Fils,110553 | ZAC A (21/07) - 19:30:00,0.000,0.000,-,0.000,-,-
68,17,Juul Hubert,110553 | ZAC A (21/07) - 19:30:00,0.000,0.000,-,0.000,-,-
69,18,Robbert Schaap,110553 | ZAC A (21/07) - 19:30:00,0.000,0.000,-,0.000,-,-
70,19,Maxim Harteloh,110553 | ZAC A (21/07) - 19:30:00,0.000,0.000,-,0.000,-,-
71,20,Robin Schoew,110553 | ZAC A (21/07) - 19:30:00,0.000,0.000,-,0.000,-,-
72,21,Erik de Niet,110553 | ZAC A (21/07) - 19:30:00,0.000,0.000,-,0.000,-,-
73,22,Jaco de Hoog,110553 | ZAC A (21/07) - 19:30:00,0.000,0.000,-,0.000,-,-
74,23,Joost te Braake,110553 | ZAC A (21/07) - 19:30:00,0.000,0.000,-,0.000,-,-
75,25,Ernst Fidom,110553 | ZAC A (21/07) - 19:30:00,0.000,0.000,-,0.000,-,-
76,26,Daan Hogenelst,110553 | ZAC A (21/07) - 19:30:00,0.000,0.000,-,0.000,-,-
77,27,Jianhao Wu,110553 | ZAC A (21/07) - 19:30:00,0.000,0.000,-,0.000,-,-
78,30,Pieter Bekker,110553 | ZAC A (21/07) - 19:30:00,0.000,0.000,-,0.000,-,-
79,31,Alwin Niewold,110553 | ZAC A (21/07) - 19:30:00,0.000,0.000,-,0.000,-,-
80,32,Martijn Coeveld,110553 | ZAC A (21/07) - 19:30:00,0.000,0.000,-,0.000,-,-
81,33,Eibert van 't Hof,110553 | ZAC A (21/07) - 19:30:00,0.000,0.000,-,0.000,-,-
82,34,Timo de Waard,110553 | ZAC A (21/07) - 19:30:00,0.000,0.000,-,0.000,-,-
83,35,Ralph van der Meer,110553 | ZAC A (21/07) - 19:30:00,0.000,0.000,-,0.000,-,-
84,37,Julian Kerklaan,110553 | ZAC A (21/07) - 19:30:00,0.000,0.000,-,0.000,-,-
85,38,Bart Vonk,110553 | ZAC A (21/07) - 19:30:00,0.000,0.000,-,0.000,-,-
86,39,Roderick Loykens,110553 | ZAC A (21/07) - 19:30:00,0.000,0.000,-,0.000,-,-
87,41,Bob van den Berg,110553 | ZAC A (21/07) - 19:30:00,0.000,0.000,-,0.000,-,-
88,47,Arjen Koene,110553 | ZAC A (21/07) - 19:30:00,0.000,0.000,-,0.000,-,-
89,48,Linus Kloepfer,110553 | ZAC A (21/07) - 19:30:00,0.000,0.000,-,0.000,-,-
90,49,Max Etalle,110553 | ZAC A (21/07) - 19:30:00,0.000,0.000,-,0.000,-,-
91,54,Teunis de Beer,110553 | ZAC A (21/07) - 19:30:00,0.000,0.000,-,0.000,-,-
92,101,Rens van der Hout,110553 | ZAC A (21/07) - 19:30:00,0.000,0.000,-,0.000,-,-
93,102,Timo Verbeek,110553 | ZAC A (21/07) - 19:30:00,0.000,0.000,-,0.000,-,-
94,55,Jelmer Kraaijeveld,110553 | ZAC A (21/07) - 19:30:00,0.000,0.000,-,0.000,-,-
95,57,Teun Wissema,110553 | ZAC A (21/07) - 19:30:00,0.000,0.000,-,0.000,-,-
96,111,Frezer Netserab,110553 | ZAC A (21/07) - 19:30:00,0.000,0.000,-,0.000,-,-
97,59,Milan de Vreede,110553 | ZAC A (21/07) - 19:30:00,0.000,0.000,-,0.000,-,-
98,117,Siep Roes,110553 | ZAC A (21/07) - 19:30:00,0.000,0.000,-,0.000,-,-
99,120,Jasper Kettenis,110553 | ZAC A (21/07) - 19:30:00,0.000,0.000,-,0.000,-,-
100,124,Milan van den Ende,110553 | ZAC A (21/07) - 19:30:00,0.000,0.000,-,0.000,-,-
101,127,Jack Meijer,110553 | ZAC A (21/07) - 19:30:00,0.000,0.000,-,0.000,-,-
102,1,Luuk Nijhoff,110582 | ZAC B (21/07) - 19:31:00,0.000,0.000,-,0.000,-,-
103,3,Rombout Loman,110582 | ZAC B (21/07) - 19:31:00,0.000,0.000,-,0.000,-,-
104,4,Bram van der Velden,110582 | ZAC B (21/07) - 19:31:00,0.000,0.000,-,0.000,-,-
105,5,Albert Berkhout,110582 | ZAC B (21/07) - 19:31:00,0.000,0.000,-,0.000,-,-
106,6,Bram Berkhout,110582 | ZAC B (21/07) - 19:31:00,0.000,0.000,-,0.000,-,-
107,7,Sijmen Kwakkel,110582 | ZAC B (21/07) - 19:31:00,0.000,0.000,-,0.000,-,-
108,8,Jan Kwakkel,110582 | ZAC B (21/07) - 19:31:00,0.000,0.000,-,0.000,-,-
109,9,Milou van de Beek,110582 | ZAC B (21/07) - 19:31:00,0.000,0.000,-,0.000,-,-
110,10,Sofie Freeke,110582 | ZAC B (21/07) - 19:31:00,0.000,0.000,-,0.000,-,-
111,11,Thomas Vobl,110582 | ZAC B (21/07) - 19:31:00,0.000,0.000,-,0.000,-,-
112,12,Constantijn Dekker,110582 | ZAC B (21/07) - 19:31:00,0.000,0.000,-,0.000,-,-
113,14,Jurn Bezemer,110582 | ZAC B (21/07) - 19:31:00,0.000,0.000,-,0.000,-,-
114,17,Olen Olsthoorn,110582 | ZAC B (21/07) - 19:31:00,0.000,0.000,-,0.000,-,-
115,22,Jesse Flikweert,110582 | ZAC B (21/07) - 19:31:00,0.000,0.000,-,0.000,-,-
116,27,Mark Veenstra,110582 | ZAC B (21/07) - 19:31:00,0.000,0.000,-,0.000,-,-
117,29,Sanne Kerklaan,110582 | ZAC B (21/07) - 19:31:00,0.000,0.000,-,0.000,-,-
118,30,Niels Levelt,110582 | ZAC B (21/07) - 19:31:00,0.000,0.000,-,0.000,-,-
119,31,Dorien van Iwaarden,110582 | ZAC B (21/07) - 19:31:00,0.000,0.000,-,0.000,-,-
120,32,Björn Christian Benschop,110582 | ZAC B (21/07) - 19:31:00,0.000,0.000,-,0.000,-,-
121,33,Johan Bakker,110582 | ZAC B (21/07) - 19:31:00,0.000,0.000,-,0.000,-,-
122,34,Bram Veenhof,110582 | ZAC B (21/07) - 19:31:00,0.000,0.000,-,0.000,-,-
123,35,Anton Koopman,110582 | ZAC B (21/07) - 19:31:00,0.000,0.000,-,0.000,-,-
124,36,Paul van Sighem,110582 | ZAC B (21/07) - 19:31:00,0.000,0.000,-,0.000,-,-
125,37,Rob van der Liende,110582 | ZAC B (21/07) - 19:31:00,0.000,0.000,-,0.000,-,-
126,38,Femke van Welie,110582 | ZAC B (21/07) - 19:31:00,0.000,0.000,-,0.000,-,-
127,41,Mark van der Weide,110582 | ZAC B (21/07) - 19:31:00,0.000,0.000,-,0.000,-,-
128,42,Leo Perera,110582 | ZAC B (21/07) - 19:31:00,0.000,0.000,-,0.000,-,-
129,44,Ard Koeleman,110582 | ZAC B (21/07) - 19:31:00,0.000,0.000,-,0.000,-,-
130,45,Joost van Giesen,110582 | ZAC B (21/07) - 19:31:00,0.000,0.000,-,0.000,-,-
131,48,Nanky Fernandez Bonilla,110582 | ZAC B (21/07) - 19:31:00,0.000,0.000,-,0.000,-,-
132,50,Niek Adema,110582 | ZAC B (21/07) - 19:31:00,0.000,0.000,-,0.000,-,-
133,53,Floor Sigmond,110582 | ZAC B (21/07) - 19:31:00,0.000,0.000,-,0.000,-,-
134,54,Maurits van der Heijde,110582 | ZAC B (21/07) - 19:31:00,0.000,0.000,-,0.000,-,-
135,55,Mette Stoel,110582 | ZAC B (21/07) - 19:31:00,0.000,0.000,-,0.000,-,-
136,57,Djurre Aleman,110582 | ZAC B (21/07) - 19:31:00,0.000,0.000,-,0.000,-,-
137,59,Qiyan Wang,110582 | ZAC B (21/07) - 19:31:00,0.000,0.000,-,0.000,-,-
138,62,Harmen Land,110582 | ZAC B (21/07) - 19:31:00,0.000,0.000,-,0.000,-,-
139,64,Daniel El Helou,110582 | ZAC B (21/07) - 19:31:00,0.000,0.000,-,0.000,-,-
140,65,Louis Oudshoorn,110582 | ZAC B (21/07) - 19:31:00,0.000,0.000,-,0.000,-,-
141,68,David van Aalst,110582 | ZAC B (21/07) - 19:31:00,0.000,0.000,-,0.000,-,-
142,72,Bodi Van Buijtene,110582 | ZAC B (21/07) - 19:31:00,0.000,0.000,-,0.000,-,-
143,73,Stef van Buijtene,110582 | ZAC B (21/07) - 19:31:00,0.000,0.000,-,0.000,-,-
144,74,Leon Braat,110582 | ZAC B (21/07) - 19:31:00,0.000,0.000,-,0.000,-,-
145,75,Roel van der Weerd,110582 | ZAC B (21/07) - 19:31:00,0.000,0.000,-,0.000,-,-
146,92,Esrom Netserab,110582 | ZAC B (21/07) - 19:31:00,0.000,0.000,-,0.000,-,-
147,118,Jeroen Neve,110582 | ZAC B (21/07) - 19:31:00,0.000,0.000,-,0.000,-,-
148,133,Jan Dirk Stam,110582 | ZAC B (21/07) - 19:31:00,0.000,0.000,-,0.000,-,-
149,134,Jan Pieter van Duijn,110582 | ZAC B (21/07) - 19:31:00,0.000,0.000,-,0.000,-,-
150,140,Mathijs Kranenburg,110582 | ZAC B (21/07) - 19:31:00,0.000,0.000,-,0.000,-,-
151,144,G. Rubio,110582 | ZAC B (21/07) - 19:31:00,0.000,0.000,-,0.000,-,-
152,149,Wijnand de graaf,110582 | ZAC B (21/07) - 19:31:00,0.000,0.000,-,0.000,-,-
153,150,Raimond van Buijtene,110582 | ZAC B (21/07) - 19:31:00,0.000,0.000,-,0.000,-,-
154,167,Gerben Kuiper,110582 | ZAC B (21/07) - 19:31:00,0.000,0.000,-,0.000,-,-
155,-??-,- LP-00642 -,,0.000,0.000,-,0.000,-,-
156,-??-,- GZ-75296 -,,0.000,0.000,-,0.000,-,-
157,-??-,- FN-40678 -,,0.000,0.000,-,0.000,-,-
158,-??-,- LH-11494 -,,0.000,0.000,-,0.000,-,-
159,-??-,- NW-43152 -,,0.000,0.000,-,0.000,-,-
