Pos,Start Number,Competitor,Class,Total Time,Diff,Laps,Best Lap,Best Lap No.,Best Speed
44,28,Bas Neuteboom,110569 | ZAC B (21/04) - 19:31:00,1:1:32.553,6 laps,31,1:51.710,31,43.602 km/h
45,29,Sanne Kerklaan,110569 | ZAC B (21/04) - 19:31:00,1:1:32.674,6 laps,31,1:52.386,31,43.340 km/h
46,84,Robin Hendriks,110569 | ZAC B (21/04) - 19:31:00,1:1:32.732,6 laps,31,1:51.140,31,43.826 km/h
47,76,Hans Kruithof,110569 | ZAC B (21/04) - 19:31:00,1:1:33.177,6 laps,31,1:51.809,31,43.564 km/h
48,58,Bart Vons,110569 | ZAC B (21/04) - 19:31:00,1:1:33.706,6 laps,31,1:51.750,31,43.587 km/h
49,48,Nanky Fernandez Bonilla,110569 | ZAC B (21/04) - 19:31:00,1:1:34.089,6 laps,31,1:52.594,31,43.260 km/h
50,17,Melvin Straathof,110569 | ZAC B (21/04) - 19:31:00,1:1:35.033,6 laps,31,1:52.715,21,43.213 km/h
51,82,Martijn Oosthoek,110569 | ZAC B (21/04) - 19:31:00,1:1:35.323,6 laps,31,1:52.522,21,43.288 km/h
52,9,Milou van de Beek,110569 | ZAC B (21/04) - 19:31:00,1:1:36.751,6 laps,31,1:53.515,22,42.909 km/h
53,52,Nienke Bennis,110569 | ZAC B (21/04) - 19:31:00,1:1:37.307,6 laps,31,1:53.218,21,43.021 km/h
54,23,Marc Semmeling,110569 | ZAC B (21/04) - 19:31:00,1:1:37.980,6 laps,31,1:53.261,21,43.005 km/h
55,86,Rob Vollebregt,110569 | ZAC B (21/04) - 19:31:00,1:1:39.137,6 laps,31,1:51.804,21,43.566 km/h
56,22,Jesse Flikweert,110569 | ZAC B (21/04) - 19:31:00,1:1:41.174,6 laps,31,1:52.939,21,43.128 km/h
57,47,Faniel Haile,110569 | ZAC B (21/04) - 19:31:00,1:1:43.434,6 laps,31,1:52.567,21,43.270 km/h
58,21,Arco Flikweert,110569 | ZAC B (21/04) - 19:31:00,1:2:1.204,6 laps,31,1:53.169,21,43.040 km/h
59,42,Leo Perera,110569 | ZAC B (21/04) - 19:31:00,1:1:30.199,7 laps,30,1:50.600,30,44.040 km/h
60,18,Ot Kuiper,110569 | ZAC B (21/04) - 19:31:00,58:11.968,8 laps,29,1:52.531,21,43.284 km/h
61,18,Robbert Schaap,110540 | ZAC A (21/04) - 19:30:00,55:11.074,11 laps,26,1:46.388,3,45.783 km/h
62,17,Juul Hubert,110540 | ZAC A (21/04) - 19:30:00,49:21.642,12 laps,25,1:44.775,3,46.488 km/h
63,77,Renske Fidder,110569 | ZAC B (21/04) - 19:31:00,37:3.597,22 laps,15,1:59.562,3,40.739 km/h
64,55,Mette Stoel,110569 | ZAC B (21/04) - 19:31:00,28:41.434,23 laps,14,1:57.933,3,41.301 km/h
65,28,Jan Gudde,110540 | ZAC A (21/04) - 19:30:00,29:14.874,23 laps,14,1:47.431,3,45.339 km/h
66,7,Sijmen Kwakkel,110569 | ZAC B (21/04) - 19:31:00,25:1.368,25 laps,12,1:56.048,3,41.972 km/h
67,34,Timo de Waard,110540 | ZAC A (21/04) - 19:30:00,17:50.319,29 laps,8,1:38.506,4,49.447 km/h
68,1,Luuk Nijhoff,110569 | ZAC B (21/04) - 19:31:00,0.000,0.000,-,0.000,-,-
69,3,Rombout Loman,110569 | ZAC B (21/04) - 19:31:00,0.000,0.000,-,0.000,-,-
70,6,Bram Berkhout,110569 | ZAC B (21/04) - 19:31:00,0.000,0.000,-,0.000,-,-
71,10,Sofie Freeke,110569 | ZAC B (21/04) - 19:31:00,0.000,0.000,-,0.000,-,-
72,12,Constantijn Dekker,110569 | ZAC B (21/04) - 19:31:00,0.000,0.000,-,0.000,-,-
73,13,Jeroen Wieringa,110569 | ZAC B (21/04) - 19:31:00,0.000,0.000,-,0.000,-,-
74,15,Jeroen de Keijzer,110569 | ZAC B (21/04) - 19:31:00,0.000,0.000,-,0.000,-,-
75,16,Lucas Geerlings,110569 | ZAC B (21/04) - 19:31:00,0.000,0.000,-,0.000,-,-
76,27,Mark Veenstra,110569 | ZAC B (21/04) - 19:31:00,0.000,0.000,-,0.000,-,-
77,30,Niels Levelt,110569 | ZAC B (21/04) - 19:31:00,0.000,0.000,-,0.000,-,-
78,31,Dorien van Iwaarden,110569 | ZAC B (21/04) - 19:31:00,0.000,0.000,-,0.000,-,-
79,32,Björn Christian Benschop,110569 | ZAC B (21/04) - 19:31:00,0.000,0.000,-,0.000,-,-
80,35,Anton Koopman,110569 | ZAC B (21/04) - 19:31:00,0.000,0.000,-,0.000,-,-
81,36,Paul van Sighem,110569 | ZAC B (21/04) - 19:31:00,0.000,0.000,-,0.000,-,-
82,37,Rob van der Liende,110569 | ZAC B (21/04) - 19:31:00,0.000,0.000,-,0.000,-,-
83,38,Femke van Welie,110569 | ZAC B (21/04) - 19:31:00,0.000,0.000,-,0.000,-,-
84,39,René Ammerlaan,110569 | ZAC B (21/04) - 19:31:00,0.000,0.000,-,0.000,-,-
85,40,Bart van Leeuwen,110569 | ZAC B (21/04) - 19:31:00,0.000,0.000,-,0.000,-,-
86,41,Mark van der Weide,110569 | ZAC B (21/04) - 19:31:00,0.000,0.000,-,0.000,-,-
87,44,Ard Koeleman,110569 | ZAC B (21/04) - 19:31:00,0.000,0.000,-,0.000,-,-
88,49,Tim van der Eijk,110569 | ZAC B (21/04) - 19:31:00,0.000,0.000,-,0.000,-,-
89,50,Niek Adema,110569 | ZAC B (21/04) - 19:31:00,0.000,0.000,-,0.000,-,-
90,53,Floor Sigmond,110569 | ZAC B (21/04) - 19:31:00,0.000,0.000,-,0.000,-,-
91,54,Maurits van der Heijde,110569 | ZAC B (21/04) - 19:31:00,0.000,0.000,-,0.000,-,-
92,85,Frezer Ja Netserab,110569 | ZAC B (21/04) - 19:31:00,0.000,0.000,-,0.000,-,-
93,87,Ids Janssen,110569 | ZAC B (21/04) - 19:31:00,0.000,0.000,-,0.000,-,-
94,92,Esrom Netserab,110569 | ZAC B (21/04) - 19:31:00,0.000,0.000,-,0.000,-,-
95,93,Johan Bakker,110569 | ZAC B (21/04) - 19:31:00,0.000,0.000,-,0.000,-,-
96,97,Koen Regterschot,110569 | ZAC B (21/04) - 19:31:00,0.000,0.000,-,0.000,-,-
97,105,Marco van Koppen,110569 | ZAC B (21/04) - 19:31:00,0.000,0.000,-,0.000,-,-
98,108,Mathieu van de Beek,110569 | ZAC B (21/04) - 19:31:00,0.000,0.000,-,0.000,-,-
99,113,Sjoerd Hilhorst,110569 | ZAC B (21/04) - 19:31:00,0.000,0.000,-,0.000,-,-
100,2,Dennis van der Velden,110540 | ZAC A (21/04) - 19:30:00,0.000,0.000,-,0.000,-,-
101,3,Tim van der Velden,110540 | ZAC A (21/04) - 19:30:00,0.000,0.000,-,0.000,-,-
102,5,Rob uit de Bosch,110540 | ZAC A (21/04) - 19:30:00,0.000,0.000,-,0.000,-,-
103,7,Caiden Jeurissen,110540 | ZAC A (21/04) - 19:30:00,0.000,0.000,-,0.000,-,-
104,9,Sander Huisson,110540 | ZAC A (21/04) - 19:30:00,0.000,0.000,-,0.000,-,-
105,10,Hans Meerbeek,110540 | ZAC A (21/04) - 19:30:00,0.000,0.000,-,0.000,-,-
106,11,Niels van Vliet,110540 | ZAC A (21/04) - 19:30:00,0.000,0.000,-,0.000,-,-
107,12,David van Aalst,110540 | ZAC A (21/04) - 19:30:00,0.000,0.000,-,0.000,-,-
108,13,Daniel El Helou,110540 | ZAC A (21/04) - 19:30:00,0.000,0.000,-,0.000,-,-
109,15,Mathijs Bodde,110540 | ZAC A (21/04) - 19:30:00,0.000,0.000,-,0.000,-,-
110,16,Peter Fils,110540 | ZAC A (21/04) - 19:30:00,0.000,0.000,-,0.000,-,-
111,19,Maxim Harteloh,110540 | ZAC A (21/04) - 19:30:00,0.000,0.000,-,0.000,-,-
112,23,Joost te Braake,110540 | ZAC A (21/04) - 19:30:00,0.000,0.000,-,0.000,-,-
113,24,Joost Slingerland,110540 | ZAC A (21/04) - 19:30:00,0.000,0.000,-,0.000,-,-
114,26,Daan Hogenelst,110540 | ZAC A (21/04) - 19:30:00,0.000,0.000,-,0.000,-,-
115,27,Jianhao Wu,110540 | ZAC A (21/04) - 19:30:00,0.000,0.000,-,0.000,-,-
116,30,Pieter Bekker,110540 | ZAC A (21/04) - 19:30:00,0.000,0.000,-,0.000,-,-
117,31,Alwin Niewold,110540 | ZAC A (21/04) - 19:30:00,0.000,0.000,-,0.000,-,-
118,32,Martijn Coeveld,110540 | ZAC A (21/04) - 19:30:00,0.000,0.000,-,0.000,-,-
119,33,Eibert van 't Hof,110540 | ZAC A (21/04) - 19:30:00,0.000,0.000,-,0.000,-,-
120,38,Bart Vonk,110540 | ZAC A (21/04) - 19:30:00,0.000,0.000,-,0.000,-,-
121,42,Sam Lagerwij,110540 | ZAC A (21/04) - 19:30:00,0.000,0.000,-,0.000,-,-
122,46,Hugo Esteban Escudero,110540 | ZAC A (21/04) - 19:30:00,0.000,0.000,-,0.000,-,-
123,47,Arjen Koene,110540 | ZAC A (21/04) - 19:30:00,0.000,0.000,-,0.000,-,-
124,49,Max Etalle,110540 | ZAC A (21/04) - 19:30:00,0.000,0.000,-,0.000,-,-
125,50,Siem Woldesilassie,110540 | ZAC A (21/04) - 19:30:00,0.000,0.000,-,0.000,-,-
126,79,Laurens Kruiper,110540 | ZAC A (21/04) - 19:30:00,0.000,0.000,-,0.000,-,-
127,83,Rodolfo Giovanni Niels Gervasio,110540 | ZAC A (21/04) - 19:30:00,0.000,0.000,-,0.000,-,-
128,-??-,- PN-51434 -,,0.000,0.000,-,0.000,-,-
129,-??-,- GZ-75296 -,,0.000,0.000,-,0.000,-,-
