Pos,Start Number,Competitor,Class,Total Time,Diff,Laps,Best Lap,Best Lap No.,Best Speed
44,42,Leo Perera,110571 | ZAC B (05/05) - 19:31:00,1:6:59.958,11 laps,33,1:47.087,33,45.485 km/h
45,25,Johan Olsthoorn,110571 | ZAC B (05/05) - 19:31:00,1:6:59.991,11 laps,33,1:47.100,33,45.479 km/h
46,19,Tijme Aleman,110571 | ZAC B (05/05) - 19:31:00,1:7:0.145,11 laps,33,1:46.950,33,45.543 km/h
47,134,Roan Kerklaan,110571 | ZAC B (05/05) - 19:31:00,1:7:0.151,11 laps,33,1:46.703,33,45.648 km/h
48,59,Qiyan Wang,110571 | ZAC B (05/05) - 19:31:00,1:7:0.367,11 laps,33,1:46.785,33,45.613 km/h
49,37,Rob van der Liende,110571 | ZAC B (05/05) - 19:31:00,1:7:0.410,11 laps,33,1:47.023,33,45.512 km/h
50,38,Femke van Welie,110571 | ZAC B (05/05) - 19:31:00,1:7:0.421,11 laps,33,1:47.271,33,45.406 km/h
51,57,Djurre Aleman,110571 | ZAC B (05/05) - 19:31:00,1:7:0.882,11 laps,33,1:47.143,33,45.461 km/h
52,11,Thomas Vobl,110571 | ZAC B (05/05) - 19:31:00,1:7:0.904,11 laps,33,1:47.535,33,45.295 km/h
53,126,Nienke Bosma,110571 | ZAC B (05/05) - 19:31:00,1:7:0.912,11 laps,33,1:48.083,33,45.065 km/h
54,26,Erik Mooij,110571 | ZAC B (05/05) - 19:31:00,1:7:1.209,11 laps,33,1:47.601,33,45.267 km/h
55,128,Leon Rotmans,110571 | ZAC B (05/05) - 19:31:00,1:7:1.305,11 laps,33,1:47.362,33,45.368 km/h
56,90,Nicole van Sighem,110571 | ZAC B (05/05) - 19:31:00,1:7:2.144,11 laps,33,1:48.319,33,44.967 km/h
57,121,Veraa Broeckaert,110571 | ZAC B (05/05) - 19:31:00,1:7:2.247,11 laps,33,1:48.207,33,45.014 km/h
58,3,Rombout Loman,110571 | ZAC B (05/05) - 19:31:00,1:7:2.729,11 laps,33,1:48.672,33,44.821 km/h
59,130,Rhiannon Dolan,110571 | ZAC B (05/05) - 19:31:00,1:7:2.796,11 laps,33,1:49.302,33,44.563 km/h
60,44,Ard Koeleman,110571 | ZAC B (05/05) - 19:31:00,1:7:3.142,11 laps,33,1:48.286,33,44.981 km/h
61,122,Pip Ypenburg,110571 | ZAC B (05/05) - 19:31:00,1:7:4.641,11 laps,33,1:49.964,33,44.294 km/h
62,34,Bram Veenhof,110571 | ZAC B (05/05) - 19:31:00,1:7:5.839,11 laps,33,1:50.146,33,44.221 km/h
63,28,Bas Neuteboom,110571 | ZAC B (05/05) - 19:31:00,1:7:6.059,11 laps,33,1:50.809,33,43.957 km/h
64,53,Floor Sigmond,110571 | ZAC B (05/05) - 19:31:00,1:7:6.358,11 laps,33,1:51.046,1,43.863 km/h
65,84,Robin Hendriks,110571 | ZAC B (05/05) - 19:31:00,1:7:7.330,11 laps,33,1:52.663,8,43.233 km/h
66,120,Ilse La Brijn,110571 | ZAC B (05/05) - 19:31:00,1:7:9.211,11 laps,33,1:52.987,8,43.109 km/h
67,29,Sanne Kerklaan,110571 | ZAC B (05/05) - 19:31:00,1:7:10.148,11 laps,33,1:52.181,1,43.419 km/h
68,86,Rob Vollebregt,110571 | ZAC B (05/05) - 19:31:00,1:7:10.381,11 laps,33,1:52.129,11,43.439 km/h
69,62,Harmen Land,110571 | ZAC B (05/05) - 19:31:00,1:7:10.415,11 laps,33,1:52.623,33,43.249 km/h
70,53,Melvin Straathof,110542 | ZAC A (05/05) - 19:30:00,1:7:16.073,11 laps,33,1:46.154,3,45.884 km/h
71,43,André Mook,110571 | ZAC B (05/05) - 19:31:00,1:7:16.964,11 laps,33,1:48.576,7,44.861 km/h
72,76,Hans Kruithof,110571 | ZAC B (05/05) - 19:31:00,1:7:17.829,11 laps,33,1:52.818,8,43.174 km/h
73,129,Roos Heeger,110571 | ZAC B (05/05) - 19:31:00,1:7:27.875,11 laps,33,1:51.503,8,43.683 km/h
74,23,Marc Semmeling,110571 | ZAC B (05/05) - 19:31:00,1:7:51.419,11 laps,33,1:50.526,8,44.069 km/h
75,1,Guido Smit,110542 | ZAC A (05/05) - 19:30:00,1:7:8.227,12 laps,32,1:36.201,4,50.631 km/h
76,125,Kirsten Parren,110571 | ZAC B (05/05) - 19:31:00,1:7:14.800,12 laps,32,1:53.547,8,42.897 km/h
77,123,Izzy Kreuk,110571 | ZAC B (05/05) - 19:31:00,1:7:16.675,12 laps,32,1:54.083,31,42.695 km/h
78,22,Jesse Flikweert,110571 | ZAC B (05/05) - 19:31:00,1:7:25.605,12 laps,32,1:53.057,1,43.083 km/h
79,39,René Ammerlaan,110571 | ZAC B (05/05) - 19:31:00,1:7:54.624,12 laps,32,1:53.328,8,42.980 km/h
80,90,Martijn Harteloh,110542 | ZAC A (05/05) - 19:30:00,1:23:26.425,12 laps,32,1:46.901,9,45.564 km/h
81,46,Saar Mooij,110571 | ZAC B (05/05) - 19:31:00,1:7:46.988,13 laps,31,1:52.722,1,43.211 km/h
82,21,Arco Flikweert,110571 | ZAC B (05/05) - 19:31:00,1:4:10.047,15 laps,29,1:53.210,8,43.024 km/h
83,52,Nienke Bennis,110571 | ZAC B (05/05) - 19:31:00,1:7:46.960,15 laps,29,1:50.989,7,43.885 km/h
84,61,Rémy van Es,110571 | ZAC B (05/05) - 19:31:00,1:8:20.476,17 laps,27,1:58.041,1,41.264 km/h
85,19,Maxim Harteloh,110542 | ZAC A (05/05) - 19:30:00,54:59.020,19 laps,25,1:43.847,9,46.904 km/h
86,18,Ot Kuiper,110571 | ZAC B (05/05) - 19:31:00,45:7.773,22 laps,22,1:50.266,12,44.173 km/h
87,82,Kick Mijlhoff,110542 | ZAC A (05/05) - 19:30:00,40:28.294,23 laps,21,1:44.716,11,46.514 km/h
88,30,Niels Levelt,110571 | ZAC B (05/05) - 19:31:00,43:7.332,23 laps,21,1:52.790,8,43.185 km/h
89,5,Albert Berkhout,110571 | ZAC B (05/05) - 19:31:00,25:41.884,32 laps,12,1:53.207,8,43.026 km/h
90,52,Rik Bisschop,110542 | ZAC A (05/05) - 19:30:00,1:5:57.701,41 laps,3,4.777,1,1019.636 km/h
91,27,Jianhao Wu,110542 | ZAC A (05/05) - 19:30:00,41:45.308,44 laps,-,0.000,-,-
92,3,Tim van der Velden,110542 | ZAC A (05/05) - 19:30:00,0.000,0.000,-,0.000,-,-
93,4,Marc Plönes,110542 | ZAC A (05/05) - 19:30:00,0.000,0.000,-,0.000,-,-
94,7,Caiden Jeurissen,110542 | ZAC A (05/05) - 19:30:00,0.000,0.000,-,0.000,-,-
95,8,Jasper Hupkes,110542 | ZAC A (05/05) - 19:30:00,0.000,0.000,-,0.000,-,-
96,9,Sander Huisson,110542 | ZAC A (05/05) - 19:30:00,0.000,0.000,-,0.000,-,-
97,12,David van Aalst,110542 | ZAC A (05/05) - 19:30:00,0.000,0.000,-,0.000,-,-
98,13,Daniel El Helou,110542 | ZAC A (05/05) - 19:30:00,0.000,0.000,-,0.000,-,-
99,15,Mathijs Bodde,110542 | ZAC A (05/05) - 19:30:00,0.000,0.000,-,0.000,-,-
100,25,Ernst Fidom,110542 | ZAC A (05/05) - 19:30:00,0.000,0.000,-,0.000,-,-
101,26,Daan Hogenelst,110542 | ZAC A (05/05) - 19:30:00,0.000,0.000,-,0.000,-,-
102,51,Maurits Oskam,110542 | ZAC A (05/05) - 19:30:00,0.000,0.000,-,0.000,-,-
103,28,Jan Gudde,110542 | ZAC A (05/05) - 19:30:00,0.000,0.000,-,0.000,-,-
104,81,Daniël Weeder,110542 | ZAC A (05/05) - 19:30:00,0.000,0.000,-,0.000,-,-
105,50,Siem Woldesilassie,110542 | ZAC A (05/05) - 19:30:00,0.000,0.000,-,0.000,-,-
106,30,Pieter Bekker,110542 | ZAC A (05/05) - 19:30:00,0.000,0.000,-,0.000,-,-
107,31,Alwin Niewold,110542 | ZAC A (05/05) - 19:30:00,0.000,0.000,-,0.000,-,-
108,33,Eibert van 't Hof,110542 | ZAC A (05/05) - 19:30:00,0.000,0.000,-,0.000,-,-
109,35,Ralph van der Meer,110542 | ZAC A (05/05) - 19:30:00,0.000,0.000,-,0.000,-,-
110,37,Julian Kerklaan,110542 | ZAC A (05/05) - 19:30:00,0.000,0.000,-,0.000,-,-
111,38,Bart Vonk,110542 | ZAC A (05/05) - 19:30:00,0.000,0.000,-,0.000,-,-
112,39,Roderick Loykens,110542 | ZAC A (05/05) - 19:30:00,0.000,0.000,-,0.000,-,-
113,41,Bob van den Berg,110542 | ZAC A (05/05) - 19:30:00,0.000,0.000,-,0.000,-,-
114,46,Hugo Esteban Escudero,110542 | ZAC A (05/05) - 19:30:00,0.000,0.000,-,0.000,-,-
115,45,Alexander van den Berg van Saparoea,110542 | ZAC A (05/05) - 19:30:00,0.000,0.000,-,0.000,-,-
116,47,Arjen Koene,110542 | ZAC A (05/05) - 19:30:00,0.000,0.000,-,0.000,-,-
117,48,Linus Kloepfer,110542 | ZAC A (05/05) - 19:30:00,0.000,0.000,-,0.000,-,-
118,49,Max Etalle,110542 | ZAC A (05/05) - 19:30:00,0.000,0.000,-,0.000,-,-
119,98,Thomas Ruijgrok,110542 | ZAC A (05/05) - 19:30:00,0.000,0.000,-,0.000,-,-
120,1,Luuk Nijhoff,110571 | ZAC B (05/05) - 19:31:00,0.000,0.000,-,0.000,-,-
121,6,Bram Berkhout,110571 | ZAC B (05/05) - 19:31:00,0.000,0.000,-,0.000,-,-
122,9,Milou van de Beek,110571 | ZAC B (05/05) - 19:31:00,0.000,0.000,-,0.000,-,-
123,10,Sofie Freeke,110571 | ZAC B (05/05) - 19:31:00,0.000,0.000,-,0.000,-,-
124,12,Constantijn Dekker,110571 | ZAC B (05/05) - 19:31:00,0.000,0.000,-,0.000,-,-
125,13,Jeroen Wieringa,110571 | ZAC B (05/05) - 19:31:00,0.000,0.000,-,0.000,-,-
126,14,Jurn Bezemer,110571 | ZAC B (05/05) - 19:31:00,0.000,0.000,-,0.000,-,-
127,15,Jeroen de Keijzer,110571 | ZAC B (05/05) - 19:31:00,0.000,0.000,-,0.000,-,-
128,16,Lucas Geerlings,110571 | ZAC B (05/05) - 19:31:00,0.000,0.000,-,0.000,-,-
129,27,Mark Veenstra,110571 | ZAC B (05/05) - 19:31:00,0.000,0.000,-,0.000,-,-
130,31,Dorien van Iwaarden,110571 | ZAC B (05/05) - 19:31:00,0.000,0.000,-,0.000,-,-
131,32,Björn Christian Benschop,110571 | ZAC B (05/05) - 19:31:00,0.000,0.000,-,0.000,-,-
132,33,Johan Bakker,110571 | ZAC B (05/05) - 19:31:00,0.000,0.000,-,0.000,-,-
133,35,Anton Koopman,110571 | ZAC B (05/05) - 19:31:00,0.000,0.000,-,0.000,-,-
134,40,Bart van Leeuwen,110571 | ZAC B (05/05) - 19:31:00,0.000,0.000,-,0.000,-,-
135,41,Mark van der Weide,110571 | ZAC B (05/05) - 19:31:00,0.000,0.000,-,0.000,-,-
136,47,Faniel Haile,110571 | ZAC B (05/05) - 19:31:00,0.000,0.000,-,0.000,-,-
137,48,Nanky Fernandez Bonilla,110571 | ZAC B (05/05) - 19:31:00,0.000,0.000,-,0.000,-,-
138,49,Tim van der Eijk,110571 | ZAC B (05/05) - 19:31:00,0.000,0.000,-,0.000,-,-
139,50,Niek Adema,110571 | ZAC B (05/05) - 19:31:00,0.000,0.000,-,0.000,-,-
140,54,Maurits van der Heijde,110571 | ZAC B (05/05) - 19:31:00,0.000,0.000,-,0.000,-,-
141,55,Mette Stoel,110571 | ZAC B (05/05) - 19:31:00,0.000,0.000,-,0.000,-,-
142,58,Bart Vons,110571 | ZAC B (05/05) - 19:31:00,0.000,0.000,-,0.000,-,-
143,83,Mark Bennis,110571 | ZAC B (05/05) - 19:31:00,0.000,0.000,-,0.000,-,-
144,85,Frezer Ja Netserab,110571 | ZAC B (05/05) - 19:31:00,0.000,0.000,-,0.000,-,-
145,92,Esrom Netserab,110571 | ZAC B (05/05) - 19:31:00,0.000,0.000,-,0.000,-,-
146,93,Thom Hoogendijk,110571 | ZAC B (05/05) - 19:31:00,0.000,0.000,-,0.000,-,-
147,97,Koen Regterschot,110571 | ZAC B (05/05) - 19:31:00,0.000,0.000,-,0.000,-,-
148,105,Marco van Koppen,110571 | ZAC B (05/05) - 19:31:00,0.000,0.000,-,0.000,-,-
149,124,Jako Neeleman,110571 | ZAC B (05/05) - 19:31:00,0.000,0.000,-,0.000,-,-
150,131,Eric van Bruggen,110571 | ZAC B (05/05) - 19:31:00,0.000,0.000,-,0.000,-,-
151,132,Emma Piersma,110571 | ZAC B (05/05) - 19:31:00,0.000,0.000,-,0.000,-,-
152,135,Maciek Piasecki,110571 | ZAC B (05/05) - 19:31:00,0.000,0.000,-,0.000,-,-
153,-??-,- KK-53082 -,,0.000,0.000,-,0.000,-,-
154,-??-,- GZ-75296 -,,0.000,0.000,-,0.000,-,-
