Pos,Start Number,Competitor,Class,Total Time,Diff,Laps,Best Lap,Best Lap No.,Best Speed
62,54,Maurits van der Heijde,B,0.000,0.000,-,0.000,-,-
63,55,Mette Stoel,B,0.000,0.000,-,0.000,-,-
64,56,Raymond Olsthoorn,B,0.000,0.000,-,0.000,-,-
65,58,Bart Vons,B,0.000,0.000,-,0.000,-,-
66,60,Ricardo Jansen,B,0.000,0.000,-,0.000,-,-
67,62,Harmen Land,B,0.000,0.000,-,0.000,-,-
68,63,Izzy Kreuk,B,0.000,0.000,-,0.000,-,-
69,64,Daniel El Helou,B,0.000,0.000,-,0.000,-,-
70,68,David van Aalst,B,0.000,0.000,-,0.000,-,-
71,70,Ferdou Nijenhuis,B,0.000,0.000,-,0.000,-,-
72,74,Leon Braat,B,0.000,0.000,-,0.000,-,-
73,75,Roel van der Weerd,B,0.000,0.000,-,0.000,-,-
74,92,Esrom Netserab,B,0.000,0.000,-,0.000,-,-
75,105,Marco van Koppen,B,0.000,0.000,-,0.000,-,-
76,118,Jeroen Neve,B,0.000,0.000,-,0.000,-,-
77,137,Stijn van Liefland,B,0.000,0.000,-,0.000,-,-
78,179,Roy van den Nouweland,B,0.000,0.000,-,0.000,-,-
