Pos,Start Number,Competitor,Class,Total Time,Diff,Laps,Best Lap,Best Lap No.,Best Speed
21,17,Olen Olsthoorn,110576 | ZAC B (09/06) - 19:31:00,1:0:53.869,7 laps,30,1:46.106,30,45.905 km/h
22,2,Oskar Loman,110576 | ZAC B (09/06) - 19:31:00,1:0:53.955,7 laps,30,1:45.559,30,46.143 km/h
23,19,Tijme Aleman,110576 | ZAC B (09/06) - 19:31:00,1:0:54.051,7 laps,30,1:45.977,30,45.961 km/h
24,7,Sijmen Kwakkel,110576 | ZAC B (09/06) - 19:31:00,1:0:54.122,7 laps,30,1:46.124,30,45.897 km/h
25,25,Johan Olsthoorn,110576 | ZAC B (09/06) - 19:31:00,1:0:54.178,7 laps,30,1:46.010,30,45.947 km/h
26,4,Bram van der Velden,110576 | ZAC B (09/06) - 19:31:00,1:0:54.378,7 laps,30,1:46.658,30,45.667 km/h
27,38,Femke van Welie,110576 | ZAC B (09/06) - 19:31:00,1:0:54.862,7 laps,30,1:46.664,30,45.665 km/h
28,24,Ole Olsthoorn,110576 | ZAC B (09/06) - 19:31:00,1:0:54.872,7 laps,30,1:46.718,30,45.642 km/h
29,42,Leo Perera,110576 | ZAC B (09/06) - 19:31:00,1:0:55.201,7 laps,30,1:46.860,30,45.581 km/h
30,30,Niels Levelt,110576 | ZAC B (09/06) - 19:31:00,1:0:56.629,7 laps,30,1:48.295,30,44.977 km/h
31,34,Bram Veenhof,110576 | ZAC B (09/06) - 19:31:00,1:0:56.924,7 laps,30,1:47.773,30,45.195 km/h
32,26,Erik Mooij,110576 | ZAC B (09/06) - 19:31:00,1:0:56.927,7 laps,30,1:48.512,30,44.887 km/h
33,57,Djurre Aleman,110576 | ZAC B (09/06) - 19:31:00,1:0:57.477,7 laps,30,1:49.119,30,44.638 km/h
34,111,Alexandros Sklavos,110576 | ZAC B (09/06) - 19:31:00,1:0:58.730,7 laps,30,1:50.050,3,44.260 km/h
35,36,Paul van Sighem,110576 | ZAC B (09/06) - 19:31:00,1:1:2.529,7 laps,30,1:50.026,11,44.270 km/h
36,62,Harmen Land,110576 | ZAC B (09/06) - 19:31:00,1:1:5.923,7 laps,30,1:51.563,22,43.660 km/h
37,90,Nicole van Sighem,110576 | ZAC B (09/06) - 19:31:00,1:1:38.782,7 laps,30,1:46.642,24,45.674 km/h
38,143,Milan de Vreede,110576 | ZAC B (09/06) - 19:31:00,1:1:39.157,7 laps,30,1:49.046,3,44.667 km/h
39,3,Rombout Loman,110576 | ZAC B (09/06) - 19:31:00,1:2:1.936,7 laps,30,1:50.692,3,44.003 km/h
40,51,Eric Weber,110576 | ZAC B (09/06) - 19:31:00,1:2:57.247,7 laps,30,1:50.833,21,43.947 km/h
41,110,Elise van Dijk,110576 | ZAC B (09/06) - 19:31:00,1:1:1.491,8 laps,29,1:51.578,11,43.654 km/h
42,58,Bart Vons,110576 | ZAC B (09/06) - 19:31:00,1:1:3.703,8 laps,29,1:51.411,3,43.719 km/h
43,138,Stijn Weeber,110576 | ZAC B (09/06) - 19:31:00,1:1:26.322,8 laps,29,1:51.026,11,43.871 km/h
44,6,Bram Berkhout,110576 | ZAC B (09/06) - 19:31:00,44:57.445,15 laps,22,1:52.264,21,43.387 km/h
45,28,Bas Neuteboom,110576 | ZAC B (09/06) - 19:31:00,23:16.066,26 laps,11,1:52.580,3,43.265 km/h
46,3,Tim van der Velden,110547 | ZAC A (09/06) - 19:30:00,0.000,0.000,-,0.000,-,-
47,4,Marc Plönes,110547 | ZAC A (09/06) - 19:30:00,0.000,0.000,-,0.000,-,-
48,5,Rob uit de Bosch,110547 | ZAC A (09/06) - 19:30:00,0.000,0.000,-,0.000,-,-
49,7,Caiden Jeurissen,110547 | ZAC A (09/06) - 19:30:00,0.000,0.000,-,0.000,-,-
50,8,Jasper Hupkes,110547 | ZAC A (09/06) - 19:30:00,0.000,0.000,-,0.000,-,-
51,9,Sander Huisson,110547 | ZAC A (09/06) - 19:30:00,0.000,0.000,-,0.000,-,-
52,10,Hans Meerbeek,110547 | ZAC A (09/06) - 19:30:00,0.000,0.000,-,0.000,-,-
53,11,Niels van Vliet,110547 | ZAC A (09/06) - 19:30:00,0.000,0.000,-,0.000,-,-
54,12,David van Aalst,110547 | ZAC A (09/06) - 19:30:00,0.000,0.000,-,0.000,-,-
55,14,Tim Bennis,110547 | ZAC A (09/06) - 19:30:00,0.000,0.000,-,0.000,-,-
56,15,Mathijs Bodde,110547 | ZAC A (09/06) - 19:30:00,0.000,0.000,-,0.000,-,-
57,16,Peter Fils,110547 | ZAC A (09/06) - 19:30:00,0.000,0.000,-,0.000,-,-
58,17,Juul Hubert,110547 | ZAC A (09/06) - 19:30:00,0.000,0.000,-,0.000,-,-
59,18,Robbert Schaap,110547 | ZAC A (09/06) - 19:30:00,0.000,0.000,-,0.000,-,-
60,19,Maxim Harteloh,110547 | ZAC A (09/06) - 19:30:00,0.000,0.000,-,0.000,-,-
61,21,Erik de Niet,110547 | ZAC A (09/06) - 19:30:00,0.000,0.000,-,0.000,-,-
62,25,Ernst Fidom,110547 | ZAC A (09/06) - 19:30:00,0.000,0.000,-,0.000,-,-
63,26,Daan Hogenelst,110547 | ZAC A (09/06) - 19:30:00,0.000,0.000,-,0.000,-,-
64,51,Maurits Oskam,110547 | ZAC A (09/06) - 19:30:00,0.000,0.000,-,0.000,-,-
65,28,Jan Gudde,110547 | ZAC A (09/06) - 19:30:00,0.000,0.000,-,0.000,-,-
66,29,Richard Schouten,110547 | ZAC A (09/06) - 19:30:00,0.000,0.000,-,0.000,-,-
67,30,Pieter Bekker,110547 | ZAC A (09/06) - 19:30:00,0.000,0.000,-,0.000,-,-
68,31,Alwin Niewold,110547 | ZAC A (09/06) - 19:30:00,0.000,0.000,-,0.000,-,-
69,32,Martijn Coeveld,110547 | ZAC A (09/06) - 19:30:00,0.000,0.000,-,0.000,-,-
70,33,Eibert van 't Hof,110547 | ZAC A (09/06) - 19:30:00,0.000,0.000,-,0.000,-,-
71,34,Timo de Waard,110547 | ZAC A (09/06) - 19:30:00,0.000,0.000,-,0.000,-,-
72,35,Ralph van der Meer,110547 | ZAC A (09/06) - 19:30:00,0.000,0.000,-,0.000,-,-
73,38,Bart Vonk,110547 | ZAC A (09/06) - 19:30:00,0.000,0.000,-,0.000,-,-
74,39,Roderick Loykens,110547 | ZAC A (09/06) - 19:30:00,0.000,0.000,-,0.000,-,-
75,41,Bob van den Berg,110547 | ZAC A (09/06) - 19:30:00,0.000,0.000,-,0.000,-,-
76,46,Hugo Esteban Escudero,110547 | ZAC A (09/06) - 19:30:00,0.000,0.000,-,0.000,-,-
77,42,Sam Lagerwij,110547 | ZAC A (09/06) - 19:30:00,0.000,0.000,-,0.000,-,-
78,43,Ronald Geleynse,110547 | ZAC A (09/06) - 19:30:00,0.000,0.000,-,0.000,-,-
79,47,Arjen Koene,110547 | ZAC A (09/06) - 19:30:00,0.000,0.000,-,0.000,-,-
80,48,Linus Kloepfer,110547 | ZAC A (09/06) - 19:30:00,0.000,0.000,-,0.000,-,-
81,49,Max Etalle,110547 | ZAC A (09/06) - 19:30:00,0.000,0.000,-,0.000,-,-
82,53,Melvin Straathof,110547 | ZAC A (09/06) - 19:30:00,0.000,0.000,-,0.000,-,-
83,54,Teunis de Beer,110547 | ZAC A (09/06) - 19:30:00,0.000,0.000,-,0.000,-,-
84,55,Jelmer Kraaijeveld,110547 | ZAC A (09/06) - 19:30:00,0.000,0.000,-,0.000,-,-
85,108,Marco Antonio Bianco,110547 | ZAC A (09/06) - 19:30:00,0.000,0.000,-,0.000,-,-
86,1,Luuk Nijhoff,110576 | ZAC B (09/06) - 19:31:00,0.000,0.000,-,0.000,-,-
87,5,Albert Berkhout,110576 | ZAC B (09/06) - 19:31:00,0.000,0.000,-,0.000,-,-
88,9,Milou van de Beek,110576 | ZAC B (09/06) - 19:31:00,0.000,0.000,-,0.000,-,-
89,10,Sofie Freeke,110576 | ZAC B (09/06) - 19:31:00,0.000,0.000,-,0.000,-,-
90,11,Thomas Vobl,110576 | ZAC B (09/06) - 19:31:00,0.000,0.000,-,0.000,-,-
91,12,Constantijn Dekker,110576 | ZAC B (09/06) - 19:31:00,0.000,0.000,-,0.000,-,-
92,13,Jeroen Wieringa,110576 | ZAC B (09/06) - 19:31:00,0.000,0.000,-,0.000,-,-
93,14,Jurn Bezemer,110576 | ZAC B (09/06) - 19:31:00,0.000,0.000,-,0.000,-,-
94,15,Jeroen de Keijzer,110576 | ZAC B (09/06) - 19:31:00,0.000,0.000,-,0.000,-,-
95,16,Lucas Geerlings,110576 | ZAC B (09/06) - 19:31:00,0.000,0.000,-,0.000,-,-
96,18,Ot Kuiper,110576 | ZAC B (09/06) - 19:31:00,0.000,0.000,-,0.000,-,-
97,21,Arco Flikweert,110576 | ZAC B (09/06) - 19:31:00,0.000,0.000,-,0.000,-,-
98,22,Jesse Flikweert,110576 | ZAC B (09/06) - 19:31:00,0.000,0.000,-,0.000,-,-
99,23,Marc Semmeling,110576 | ZAC B (09/06) - 19:31:00,0.000,0.000,-,0.000,-,-
100,27,Mark Veenstra,110576 | ZAC B (09/06) - 19:31:00,0.000,0.000,-,0.000,-,-
101,29,Sanne Kerklaan,110576 | ZAC B (09/06) - 19:31:00,0.000,0.000,-,0.000,-,-
102,31,Dorien van Iwaarden,110576 | ZAC B (09/06) - 19:31:00,0.000,0.000,-,0.000,-,-
103,32,Björn Christian Benschop,110576 | ZAC B (09/06) - 19:31:00,0.000,0.000,-,0.000,-,-
104,33,Johan Bakker,110576 | ZAC B (09/06) - 19:31:00,0.000,0.000,-,0.000,-,-
105,35,Anton Koopman,110576 | ZAC B (09/06) - 19:31:00,0.000,0.000,-,0.000,-,-
106,37,Rob van der Liende,110576 | ZAC B (09/06) - 19:31:00,0.000,0.000,-,0.000,-,-
107,39,René Ammerlaan,110576 | ZAC B (09/06) - 19:31:00,0.000,0.000,-,0.000,-,-
108,40,Bart van Leeuwen,110576 | ZAC B (09/06) - 19:31:00,0.000,0.000,-,0.000,-,-
109,41,Mark van der Weide,110576 | ZAC B (09/06) - 19:31:00,0.000,0.000,-,0.000,-,-
110,43,André Mook,110576 | ZAC B (09/06) - 19:31:00,0.000,0.000,-,0.000,-,-
111,44,Ard Koeleman,110576 | ZAC B (09/06) - 19:31:00,0.000,0.000,-,0.000,-,-
112,45,Joost van Giesen,110576 | ZAC B (09/06) - 19:31:00,0.000,0.000,-,0.000,-,-
113,46,Saar Mooij,110576 | ZAC B (09/06) - 19:31:00,0.000,0.000,-,0.000,-,-
114,47,Faniel Haile,110576 | ZAC B (09/06) - 19:31:00,0.000,0.000,-,0.000,-,-
115,48,Nanky Fernandez Bonilla,110576 | ZAC B (09/06) - 19:31:00,0.000,0.000,-,0.000,-,-
116,50,Niek Adema,110576 | ZAC B (09/06) - 19:31:00,0.000,0.000,-,0.000,-,-
117,52,Nienke Bennis,110576 | ZAC B (09/06) - 19:31:00,0.000,0.000,-,0.000,-,-
118,53,Floor Sigmond,110576 | ZAC B (09/06) - 19:31:00,0.000,0.000,-,0.000,-,-
119,54,Maurits van der Heijde,110576 | ZAC B (09/06) - 19:31:00,0.000,0.000,-,0.000,-,-
120,55,Mette Stoel,110576 | ZAC B (09/06) - 19:31:00,0.000,0.000,-,0.000,-,-
121,56,Raymond Olsthoorn,110576 | ZAC B (09/06) - 19:31:00,0.000,0.000,-,0.000,-,-
122,60,Ricardo Jansen,110576 | ZAC B (09/06) - 19:31:00,0.000,0.000,-,0.000,-,-
123,61,Rémy van Es,110576 | ZAC B (09/06) - 19:31:00,0.000,0.000,-,0.000,-,-
124,63,Izzy Kreuk,110576 | ZAC B (09/06) - 19:31:00,0.000,0.000,-,0.000,-,-
125,64,Daniel El Helou,110576 | ZAC B (09/06) - 19:31:00,0.000,0.000,-,0.000,-,-
126,65,Louis Oudshoorn,110576 | ZAC B (09/06) - 19:31:00,0.000,0.000,-,0.000,-,-
127,85,Frezer Netserab,110576 | ZAC B (09/06) - 19:31:00,0.000,0.000,-,0.000,-,-
128,92,Esrom Netserab,110576 | ZAC B (09/06) - 19:31:00,0.000,0.000,-,0.000,-,-
129,98,Brian Kortekaas,110576 | ZAC B (09/06) - 19:31:00,0.000,0.000,-,0.000,-,-
130,105,Marco van Koppen,110576 | ZAC B (09/06) - 19:31:00,0.000,0.000,-,0.000,-,-
131,118,Jeroen Neve,110576 | ZAC B (09/06) - 19:31:00,0.000,0.000,-,0.000,-,-
132,137,Stijn van Liefland,110576 | ZAC B (09/06) - 19:31:00,0.000,0.000,-,0.000,-,-
133,139,Hans Nieuwenburg,110576 | ZAC B (09/06) - 19:31:00,0.000,0.000,-,0.000,-,-
134,140,Constant Druon,110576 | ZAC B (09/06) - 19:31:00,0.000,0.000,-,0.000,-,-
135,144,G. Rubio,110576 | ZAC B (09/06) - 19:31:00,0.000,0.000,-,0.000,-,-
136,145,Stef Zeestraten,110576 | ZAC B (09/06) - 19:31:00,0.000,0.000,-,0.000,-,-
137,-??-,- FN-67906 -,,0.000,0.000,-,0.000,-,-
138,-??-,- GZ-75296 -,,0.000,0.000,-,0.000,-,-
139,-??-,- NK-68517 -,,0.000,0.000,-,0.000,-,-
