Pos,Start Number,Competitor,Class,Total Time,Diff,Laps,Best Lap,Best Lap No.,Best Speed
38,51,Eric Weber,110577 | ZAC B (16/06) - 19:31:00,58:8.308,7 laps,30,1:46.551,30,45.713 km/h
39,57,Djurre Aleman,110577 | ZAC B (16/06) - 19:31:00,58:8.509,7 laps,30,1:48.211,30,45.012 km/h
40,138,Stijn Weeber,110577 | ZAC B (16/06) - 19:31:00,58:8.546,7 laps,30,1:48.099,30,45.059 km/h
41,62,Harmen Land,110577 | ZAC B (16/06) - 19:31:00,58:8.634,7 laps,30,1:47.037,30,45.506 km/h
42,117,Martijn van der Velden,110577 | ZAC B (16/06) - 19:31:00,58:8.719,7 laps,30,1:47.455,30,45.329 km/h
43,34,Bram Veenhof,110577 | ZAC B (16/06) - 19:31:00,58:9.371,7 laps,30,1:48.062,30,45.074 km/h
44,76,Hans Kruithof,110577 | ZAC B (16/06) - 19:31:00,58:9.401,7 laps,30,1:47.410,30,45.348 km/h
45,29,Sanne Kerklaan,110577 | ZAC B (16/06) - 19:31:00,58:9.742,7 laps,30,1:47.260,30,45.411 km/h
46,22,Jesse Flikweert,110577 | ZAC B (16/06) - 19:31:00,58:11.789,7 laps,30,1:47.318,30,45.387 km/h
47,40,Bart van Leeuwen,110577 | ZAC B (16/06) - 19:31:00,58:12.732,7 laps,30,1:49.873,30,44.331 km/h
48,44,Ard Koeleman,110577 | ZAC B (16/06) - 19:31:00,58:12.930,7 laps,30,1:48.745,29,44.791 km/h
49,58,Bart Vons,110577 | ZAC B (16/06) - 19:31:00,58:15.300,7 laps,30,1:50.603,30,44.039 km/h
50,18,Ot Kuiper,110577 | ZAC B (16/06) - 19:31:00,58:17.539,7 laps,30,1:51.630,6,43.633 km/h
51,21,Arco Flikweert,110577 | ZAC B (16/06) - 19:31:00,58:18.435,7 laps,30,1:50.696,6,44.002 km/h
52,13,Jeroen Wieringa,110577 | ZAC B (16/06) - 19:31:00,58:19.150,7 laps,30,1:50.080,22,44.248 km/h
53,11,Thomas Vobl,110577 | ZAC B (16/06) - 19:31:00,58:19.438,7 laps,30,1:51.608,6,43.642 km/h
54,43,André Mook,110577 | ZAC B (16/06) - 19:31:00,58:19.497,7 laps,30,1:50.522,19,44.071 km/h
55,44,Don de Leeuw,110548 | ZAC A (16/06) - 19:30:00,58:19.878,7 laps,30,1:42.812,13,47.376 km/h
56,29,Richard Schouten,110548 | ZAC A (16/06) - 19:30:00,58:19.942,7 laps,30,1:51.156,6,43.819 km/h
57,134,David van Aalst,110577 | ZAC B (16/06) - 19:31:00,58:20.764,7 laps,30,1:48.533,22,44.879 km/h
58,23,Marc Semmeling,110577 | ZAC B (16/06) - 19:31:00,58:26.796,7 laps,30,1:50.956,6,43.898 km/h
59,39,René Ammerlaan,110577 | ZAC B (16/06) - 19:31:00,58:33.128,7 laps,30,1:51.144,6,43.824 km/h
60,38,Femke van Welie,110577 | ZAC B (16/06) - 19:31:00,57:15.044,8 laps,29,1:50.047,19,44.261 km/h
61,46,Saar Mooij,110577 | ZAC B (16/06) - 19:31:00,58:19.552,8 laps,29,1:51.275,21,43.773 km/h
62,16,Peter Fils,110548 | ZAC A (16/06) - 19:30:00,44:0.411,13 laps,24,1:41.168,8,48.146 km/h
63,52,Nienke Bennis,110577 | ZAC B (16/06) - 19:31:00,43:6.201,18 laps,19,1:48.237,6,45.001 km/h
64,16,Lucas Geerlings,110577 | ZAC B (16/06) - 19:31:00,34:5.092,20 laps,17,1:51.458,6,43.701 km/h
65,2,Dennis van der Velden,110548 | ZAC A (16/06) - 19:30:00,0.000,0.000,-,0.000,-,-
66,4,Marc Plönes,110548 | ZAC A (16/06) - 19:30:00,0.000,0.000,-,0.000,-,-
67,5,Rob uit de Bosch,110548 | ZAC A (16/06) - 19:30:00,0.000,0.000,-,0.000,-,-
68,6,Teun Berkhout,110548 | ZAC A (16/06) - 19:30:00,0.000,0.000,-,0.000,-,-
69,8,Jasper Hupkes,110548 | ZAC A (16/06) - 19:30:00,0.000,0.000,-,0.000,-,-
70,11,Niels van Vliet,110548 | ZAC A (16/06) - 19:30:00,0.000,0.000,-,0.000,-,-
71,15,Mathijs Bodde,110548 | ZAC A (16/06) - 19:30:00,0.000,0.000,-,0.000,-,-
72,17,Juul Hubert,110548 | ZAC A (16/06) - 19:30:00,0.000,0.000,-,0.000,-,-
73,18,Robbert Schaap,110548 | ZAC A (16/06) - 19:30:00,0.000,0.000,-,0.000,-,-
74,19,Maxim Harteloh,110548 | ZAC A (16/06) - 19:30:00,0.000,0.000,-,0.000,-,-
75,20,Robin Schoew,110548 | ZAC A (16/06) - 19:30:00,0.000,0.000,-,0.000,-,-
76,21,Erik de Niet,110548 | ZAC A (16/06) - 19:30:00,0.000,0.000,-,0.000,-,-
77,22,Jaco de Hoog,110548 | ZAC A (16/06) - 19:30:00,0.000,0.000,-,0.000,-,-
78,24,Joost Slingerland,110548 | ZAC A (16/06) - 19:30:00,0.000,0.000,-,0.000,-,-
79,25,Ernst Fidom,110548 | ZAC A (16/06) - 19:30:00,0.000,0.000,-,0.000,-,-
80,26,Daan Hogenelst,110548 | ZAC A (16/06) - 19:30:00,0.000,0.000,-,0.000,-,-
81,51,Maurits Oskam,110548 | ZAC A (16/06) - 19:30:00,0.000,0.000,-,0.000,-,-
82,30,Pieter Bekker,110548 | ZAC A (16/06) - 19:30:00,0.000,0.000,-,0.000,-,-
83,31,Alwin Niewold,110548 | ZAC A (16/06) - 19:30:00,0.000,0.000,-,0.000,-,-
84,33,Eibert van 't Hof,110548 | ZAC A (16/06) - 19:30:00,0.000,0.000,-,0.000,-,-
85,35,Ralph van der Meer,110548 | ZAC A (16/06) - 19:30:00,0.000,0.000,-,0.000,-,-
86,37,Julian Kerklaan,110548 | ZAC A (16/06) - 19:30:00,0.000,0.000,-,0.000,-,-
87,46,Hugo Esteban Escudero,110548 | ZAC A (16/06) - 19:30:00,0.000,0.000,-,0.000,-,-
88,43,Ronald Geleynse,110548 | ZAC A (16/06) - 19:30:00,0.000,0.000,-,0.000,-,-
89,47,Arjen Koene,110548 | ZAC A (16/06) - 19:30:00,0.000,0.000,-,0.000,-,-
90,48,Linus Kloepfer,110548 | ZAC A (16/06) - 19:30:00,0.000,0.000,-,0.000,-,-
91,49,Max Etalle,110548 | ZAC A (16/06) - 19:30:00,0.000,0.000,-,0.000,-,-
92,52,Rik Bisschop,110548 | ZAC A (16/06) - 19:30:00,0.000,0.000,-,0.000,-,-
93,53,Melvin Straathof,110548 | ZAC A (16/06) - 19:30:00,0.000,0.000,-,0.000,-,-
94,54,Teunis de Beer,110548 | ZAC A (16/06) - 19:30:00,0.000,0.000,-,0.000,-,-
95,55,Jelmer Kraaijeveld,110548 | ZAC A (16/06) - 19:30:00,0.000,0.000,-,0.000,-,-
96,108,Marco Antonio Bianco,110548 | ZAC A (16/06) - 19:30:00,0.000,0.000,-,0.000,-,-
97,56,Tom de Vreede,110548 | ZAC A (16/06) - 19:30:00,0.000,0.000,-,0.000,-,-
98,57,Teun Wissema,110548 | ZAC A (16/06) - 19:30:00,0.000,0.000,-,0.000,-,-
99,1,Luuk Nijhoff,110577 | ZAC B (16/06) - 19:31:00,0.000,0.000,-,0.000,-,-
100,3,Rombout Loman,110577 | ZAC B (16/06) - 19:31:00,0.000,0.000,-,0.000,-,-
101,4,Bram van der Velden,110577 | ZAC B (16/06) - 19:31:00,0.000,0.000,-,0.000,-,-
102,5,Albert Berkhout,110577 | ZAC B (16/06) - 19:31:00,0.000,0.000,-,0.000,-,-
103,6,Bram Berkhout,110577 | ZAC B (16/06) - 19:31:00,0.000,0.000,-,0.000,-,-
104,9,Milou van de Beek,110577 | ZAC B (16/06) - 19:31:00,0.000,0.000,-,0.000,-,-
105,10,Sofie Freeke,110577 | ZAC B (16/06) - 19:31:00,0.000,0.000,-,0.000,-,-
106,12,Constantijn Dekker,110577 | ZAC B (16/06) - 19:31:00,0.000,0.000,-,0.000,-,-
107,14,Jurn Bezemer,110577 | ZAC B (16/06) - 19:31:00,0.000,0.000,-,0.000,-,-
108,15,Jeroen de Keijzer,110577 | ZAC B (16/06) - 19:31:00,0.000,0.000,-,0.000,-,-
109,27,Mark Veenstra,110577 | ZAC B (16/06) - 19:31:00,0.000,0.000,-,0.000,-,-
110,28,Bas Neuteboom,110577 | ZAC B (16/06) - 19:31:00,0.000,0.000,-,0.000,-,-
111,31,Dorien van Iwaarden,110577 | ZAC B (16/06) - 19:31:00,0.000,0.000,-,0.000,-,-
112,32,Björn Christian Benschop,110577 | ZAC B (16/06) - 19:31:00,0.000,0.000,-,0.000,-,-
113,33,Johan Bakker,110577 | ZAC B (16/06) - 19:31:00,0.000,0.000,-,0.000,-,-
114,35,Anton Koopman,110577 | ZAC B (16/06) - 19:31:00,0.000,0.000,-,0.000,-,-
115,36,Paul van Sighem,110577 | ZAC B (16/06) - 19:31:00,0.000,0.000,-,0.000,-,-
116,41,Mark van der Weide,110577 | ZAC B (16/06) - 19:31:00,0.000,0.000,-,0.000,-,-
117,47,Faniel Haile,110577 | ZAC B (16/06) - 19:31:00,0.000,0.000,-,0.000,-,-
118,48,Nanky Fernandez Bonilla,110577 | ZAC B (16/06) - 19:31:00,0.000,0.000,-,0.000,-,-
119,50,Niek Adema,110577 | ZAC B (16/06) - 19:31:00,0.000,0.000,-,0.000,-,-
120,53,Floor Sigmond,110577 | ZAC B (16/06) - 19:31:00,0.000,0.000,-,0.000,-,-
121,54,Maurits van der Heijde,110577 | ZAC B (16/06) - 19:31:00,0.000,0.000,-,0.000,-,-
122,55,Mette Stoel,110577 | ZAC B (16/06) - 19:31:00,0.000,0.000,-,0.000,-,-
123,60,Ricardo Jansen,110577 | ZAC B (16/06) - 19:31:00,0.000,0.000,-,0.000,-,-
124,61,Rémy van Es,110577 | ZAC B (16/06) - 19:31:00,0.000,0.000,-,0.000,-,-
125,63,Izzy Kreuk,110577 | ZAC B (16/06) - 19:31:00,0.000,0.000,-,0.000,-,-
126,64,Daniel El Helou,110577 | ZAC B (16/06) - 19:31:00,0.000,0.000,-,0.000,-,-
127,65,Louis Oudshoorn,110577 | ZAC B (16/06) - 19:31:00,0.000,0.000,-,0.000,-,-
128,92,Esrom Netserab,110577 | ZAC B (16/06) - 19:31:00,0.000,0.000,-,0.000,-,-
129,98,Brian Kortekaas,110577 | ZAC B (16/06) - 19:31:00,0.000,0.000,-,0.000,-,-
130,105,Marco van Koppen,110577 | ZAC B (16/06) - 19:31:00,0.000,0.000,-,0.000,-,-
131,132,Emma Piersma,110577 | ZAC B (16/06) - 19:31:00,0.000,0.000,-,0.000,-,-
132,137,Stijn van Liefland,110577 | ZAC B (16/06) - 19:31:00,0.000,0.000,-,0.000,-,-
133,144,G. Rubio,110577 | ZAC B (16/06) - 19:31:00,0.000,0.000,-,0.000,-,-
134,145,Stef Zeestraten,110577 | ZAC B (16/06) - 19:31:00,0.000,0.000,-,0.000,-,-
135,-??-,- FN-46663 -,,0.000,0.000,-,0.000,-,-
136,-??-,- GZ-75296 -,,0.000,0.000,-,0.000,-,-
137,-??-,- NK-68517 -,,0.000,0.000,-,0.000,-,-
