Pos,Start Number,Competitor,Class,Total Time,Diff,Laps,Best Lap,Best Lap No.,Best Speed
21,1,Guido Smit,110562 | ZAC A (22/09) - 19:30:00,1:14:50.109,15.500,41,1:40.602,8,48.417 km/h
22,32,Martijn Coeveld,110562 | ZAC A (22/09) - 19:30:00,1:14:50.934,16.325,41,1:40.941,8,48.254 km/h
23,4,Marc Plönes,110562 | ZAC A (22/09) - 19:30:00,1:14:51.901,17.292,41,1:41.111,8,48.173 km/h
24,5,Rob uit de Bosch,110562 | ZAC A (22/09) - 19:30:00,1:14:52.793,18.184,41,1:41.111,8,48.173 km/h
25,53,Mark Veenstra,110562 | ZAC A (22/09) - 19:30:00,1:14:55.297,20.688,41,1:41.275,8,48.095 km/h
26,128,Johan Struijk,110562 | ZAC A (22/09) - 19:30:00,1:11:30.751,3 laps,38,1:41.124,8,48.167 km/h
27,144,Eise Mentje de Vries,110562 | ZAC A (22/09) - 19:30:00,1:14:52.797,6 laps,35,1:41.138,8,48.160 km/h
28,2,Oskar Loman,110591 | ZAC B (22/09) - 19:31:00,1:4:26.728,8 laps,33,1:45.123,33,46.334 km/h
29,11,Thomas Vobl,110591 | ZAC B (22/09) - 19:31:00,1:4:26.891,8 laps,33,1:44.961,33,46.406 km/h
30,7,Sijmen Kwakkel,110591 | ZAC B (22/09) - 19:31:00,1:4:26.997,8 laps,33,1:45.222,33,46.291 km/h
31,107,Ricardo Hillegers,110591 | ZAC B (22/09) - 19:31:00,1:4:27.063,8 laps,33,1:45.634,33,46.110 km/h
32,19,Tijme Aleman,110591 | ZAC B (22/09) - 19:31:00,1:4:27.097,8 laps,33,1:45.566,33,46.140 km/h
33,24,Ole Olsthoorn,110591 | ZAC B (22/09) - 19:31:00,1:4:27.248,8 laps,33,1:45.806,33,46.035 km/h
34,90,Nicole van Sighem,110591 | ZAC B (22/09) - 19:31:00,1:4:27.789,8 laps,33,1:46.487,33,45.741 km/h
35,45,Joost van Giesen,110591 | ZAC B (22/09) - 19:31:00,1:4:29.903,8 laps,33,1:48.545,33,44.874 km/h
36,37,Rob van der Liende,110591 | ZAC B (22/09) - 19:31:00,1:4:29.909,8 laps,33,1:48.826,33,44.758 km/h
37,30,Niels Levelt,110591 | ZAC B (22/09) - 19:31:00,1:4:29.982,8 laps,33,1:47.501,16,45.309 km/h
38,42,Leo Perera,110591 | ZAC B (22/09) - 19:31:00,1:4:30.015,8 laps,33,1:48.580,26,44.859 km/h
39,4,Bram van der Velden,110591 | ZAC B (22/09) - 19:31:00,1:4:30.246,8 laps,33,1:48.494,33,44.895 km/h
40,59,Qiyan Wang,110591 | ZAC B (22/09) - 19:31:00,1:4:30.442,8 laps,33,1:47.688,33,45.231 km/h
41,18,Ot Kuiper,110591 | ZAC B (22/09) - 19:31:00,1:4:30.579,8 laps,33,1:49.322,33,44.555 km/h
42,146,Marc Kramer,110591 | ZAC B (22/09) - 19:31:00,1:4:30.599,8 laps,33,1:49.388,33,44.528 km/h
43,29,Sanne Kerklaan,110591 | ZAC B (22/09) - 19:31:00,1:4:32.323,8 laps,33,1:50.179,9,44.208 km/h
44,138,Stijn Weeber,110591 | ZAC B (22/09) - 19:31:00,1:4:33.870,8 laps,33,1:49.816,16,44.354 km/h
45,144,G. Rubio,110591 | ZAC B (22/09) - 19:31:00,1:4:35.075,8 laps,33,1:49.319,9,44.556 km/h
46,15,Jeroen de Keijzer,110591 | ZAC B (22/09) - 19:31:00,1:4:35.395,8 laps,33,1:49.589,16,44.446 km/h
47,187,Steef Rademaker,110591 | ZAC B (22/09) - 19:31:00,1:4:36.495,8 laps,33,1:48.598,26,44.852 km/h
48,119,Marco Van Tol,110591 | ZAC B (22/09) - 19:31:00,1:4:41.188,8 laps,33,1:50.250,16,44.180 km/h
49,36,Paul van Sighem,110591 | ZAC B (22/09) - 19:31:00,1:4:41.906,8 laps,33,1:49.695,9,44.403 km/h
50,57,Djurre Aleman,110591 | ZAC B (22/09) - 19:31:00,1:4:43.013,8 laps,33,1:49.603,9,44.440 km/h
51,96,Luuk de Wijn,110591 | ZAC B (22/09) - 19:31:00,1:4:52.156,8 laps,33,1:49.388,16,44.528 km/h
52,29,Richard Schouten,110562 | ZAC A (22/09) - 19:30:00,1:4:59.851,8 laps,33,1:43.833,5,46.910 km/h
53,52,Nienke Bennis,110591 | ZAC B (22/09) - 19:31:00,1:5:17.778,8 laps,33,1:50.026,9,44.270 km/h
54,76,Hans Kruithof,110591 | ZAC B (22/09) - 19:31:00,1:5:32.710,9 laps,32,1:50.445,4,44.102 km/h
55,166,Feline Solleveld,110591 | ZAC B (22/09) - 19:31:00,1:5:33.830,9 laps,32,1:50.177,16,44.209 km/h
56,63,Jeroen Wieringa,110562 | ZAC A (22/09) - 19:30:00,1:14:55.684,16 laps,25,1:41.171,8,48.144 km/h
57,103,Jitse van Esch,110591 | ZAC B (22/09) - 19:31:00,1:4:44.497,17 laps,24,1:49.062,7,44.661 km/h
58,58,Bart Vons,110591 | ZAC B (22/09) - 19:31:00,40:11.458,22 laps,19,1:50.908,4,43.917 km/h
59,60,Ricardo Jansen,110591 | ZAC B (22/09) - 19:31:00,36:19.599,23 laps,18,1:50.827,9,43.950 km/h
60,5,Albert Berkhout,110591 | ZAC B (22/09) - 19:31:00,34:7.047,24 laps,17,1:51.455,4,43.702 km/h
61,184,Joshua van der Liende,110591 | ZAC B (22/09) - 19:31:00,24:18.449,32 laps,9,1:54.235,3,42.638 km/h
62,6,Bram Berkhout,110591 | ZAC B (22/09) - 19:31:00,8:3.530,37 laps,4,1:20.919,4,60.194 km/h
63,7,Caiden Jeurissen,110562 | ZAC A (22/09) - 19:30:00,0.000,0.000,-,0.000,-,-
64,8,Jasper Hupkes,110562 | ZAC A (22/09) - 19:30:00,0.000,0.000,-,0.000,-,-
65,9,Sander Huisson,110562 | ZAC A (22/09) - 19:30:00,0.000,0.000,-,0.000,-,-
66,11,Niels van Vliet,110562 | ZAC A (22/09) - 19:30:00,0.000,0.000,-,0.000,-,-
67,14,Tim Bennis,110562 | ZAC A (22/09) - 19:30:00,0.000,0.000,-,0.000,-,-
68,15,Mathijs Bodde,110562 | ZAC A (22/09) - 19:30:00,0.000,0.000,-,0.000,-,-
69,16,Peter Fils,110562 | ZAC A (22/09) - 19:30:00,0.000,0.000,-,0.000,-,-
70,17,Juul Hubert,110562 | ZAC A (22/09) - 19:30:00,0.000,0.000,-,0.000,-,-
71,64,Maxim Harteloh,110562 | ZAC A (22/09) - 19:30:00,0.000,0.000,-,0.000,-,-
72,20,Robin Schoew,110562 | ZAC A (22/09) - 19:30:00,0.000,0.000,-,0.000,-,-
73,22,Jaco de Hoog,110562 | ZAC A (22/09) - 19:30:00,0.000,0.000,-,0.000,-,-
74,24,Joost Slingerland,110562 | ZAC A (22/09) - 19:30:00,0.000,0.000,-,0.000,-,-
75,25,Ernst Fidom,110562 | ZAC A (22/09) - 19:30:00,0.000,0.000,-,0.000,-,-
76,51,Maurits Oskam,110562 | ZAC A (22/09) - 19:30:00,0.000,0.000,-,0.000,-,-
77,30,Pieter Bekker,110562 | ZAC A (22/09) - 19:30:00,0.000,0.000,-,0.000,-,-
78,31,Alwin Niewold,110562 | ZAC A (22/09) - 19:30:00,0.000,0.000,-,0.000,-,-
79,33,Eibert van 't Hof,110562 | ZAC A (22/09) - 19:30:00,0.000,0.000,-,0.000,-,-
80,34,Timo de Waard,110562 | ZAC A (22/09) - 19:30:00,0.000,0.000,-,0.000,-,-
81,35,Ralph van der Meer,110562 | ZAC A (22/09) - 19:30:00,0.000,0.000,-,0.000,-,-
82,39,Roderick Loykens,110562 | ZAC A (22/09) - 19:30:00,0.000,0.000,-,0.000,-,-
83,41,Bob van den Berg,110562 | ZAC A (22/09) - 19:30:00,0.000,0.000,-,0.000,-,-
84,42,Sam Lagerwij,110562 | ZAC A (22/09) - 19:30:00,0.000,0.000,-,0.000,-,-
85,44,Don de Leeuw,110562 | ZAC A (22/09) - 19:30:00,0.000,0.000,-,0.000,-,-
86,45,Alexander van den Berg van Saparoea,110562 | ZAC A (22/09) - 19:30:00,0.000,0.000,-,0.000,-,-
87,47,Arjen Koene,110562 | ZAC A (22/09) - 19:30:00,0.000,0.000,-,0.000,-,-
88,49,Max Etalle,110562 | ZAC A (22/09) - 19:30:00,0.000,0.000,-,0.000,-,-
89,54,Teunis de Beer,110562 | ZAC A (22/09) - 19:30:00,0.000,0.000,-,0.000,-,-
90,101,Rens van der Hout,110562 | ZAC A (22/09) - 19:30:00,0.000,0.000,-,0.000,-,-
91,55,Jelmer Kraaijeveld,110562 | ZAC A (22/09) - 19:30:00,0.000,0.000,-,0.000,-,-
92,108,Marco Antonio Bianco,110562 | ZAC A (22/09) - 19:30:00,0.000,0.000,-,0.000,-,-
93,56,Tom de Vreede,110562 | ZAC A (22/09) - 19:30:00,0.000,0.000,-,0.000,-,-
94,57,Teun Wissema,110562 | ZAC A (22/09) - 19:30:00,0.000,0.000,-,0.000,-,-
95,111,Frezer Netserab,110562 | ZAC A (22/09) - 19:30:00,0.000,0.000,-,0.000,-,-
96,59,Milan de Vreede,110562 | ZAC A (22/09) - 19:30:00,0.000,0.000,-,0.000,-,-
97,129,Noud van de Gevel,110562 | ZAC A (22/09) - 19:30:00,0.000,0.000,-,0.000,-,-
98,148,Werner Wiegers,110562 | ZAC A (22/09) - 19:30:00,0.000,0.000,-,0.000,-,-
99,60,Ties Kuiper,110562 | ZAC A (22/09) - 19:30:00,0.000,0.000,-,0.000,-,-
100,61,Jan Kwakkel,110562 | ZAC A (22/09) - 19:30:00,0.000,0.000,-,0.000,-,-
101,1,Luuk Nijhoff,110591 | ZAC B (22/09) - 19:31:00,0.000,0.000,-,0.000,-,-
102,3,Rombout Loman,110591 | ZAC B (22/09) - 19:31:00,0.000,0.000,-,0.000,-,-
103,9,Milou van de Beek,110591 | ZAC B (22/09) - 19:31:00,0.000,0.000,-,0.000,-,-
104,10,Sofie Freeke,110591 | ZAC B (22/09) - 19:31:00,0.000,0.000,-,0.000,-,-
105,12,Constantijn Dekker,110591 | ZAC B (22/09) - 19:31:00,0.000,0.000,-,0.000,-,-
106,14,Jurn Bezemer,110591 | ZAC B (22/09) - 19:31:00,0.000,0.000,-,0.000,-,-
107,17,Olen Olsthoorn,110591 | ZAC B (22/09) - 19:31:00,0.000,0.000,-,0.000,-,-
108,21,Arco Flikweert,110591 | ZAC B (22/09) - 19:31:00,0.000,0.000,-,0.000,-,-
109,22,Jesse Flikweert,110591 | ZAC B (22/09) - 19:31:00,0.000,0.000,-,0.000,-,-
110,23,Marc Semmeling,110591 | ZAC B (22/09) - 19:31:00,0.000,0.000,-,0.000,-,-
111,25,Melvin Straathof,110591 | ZAC B (22/09) - 19:31:00,0.000,0.000,-,0.000,-,-
112,28,Bas Neuteboom,110591 | ZAC B (22/09) - 19:31:00,0.000,0.000,-,0.000,-,-
113,31,Dorien van Iwaarden,110591 | ZAC B (22/09) - 19:31:00,0.000,0.000,-,0.000,-,-
114,32,Björn Christian Benschop,110591 | ZAC B (22/09) - 19:31:00,0.000,0.000,-,0.000,-,-
115,33,Johan Bakker,110591 | ZAC B (22/09) - 19:31:00,0.000,0.000,-,0.000,-,-
116,34,Bram Veenhof,110591 | ZAC B (22/09) - 19:31:00,0.000,0.000,-,0.000,-,-
117,35,Anton Koopman,110591 | ZAC B (22/09) - 19:31:00,0.000,0.000,-,0.000,-,-
118,38,Femke van Welie,110591 | ZAC B (22/09) - 19:31:00,0.000,0.000,-,0.000,-,-
119,39,René Ammerlaan,110591 | ZAC B (22/09) - 19:31:00,0.000,0.000,-,0.000,-,-
120,40,Bart van Leeuwen,110591 | ZAC B (22/09) - 19:31:00,0.000,0.000,-,0.000,-,-
121,41,Mark van der Weide,110591 | ZAC B (22/09) - 19:31:00,0.000,0.000,-,0.000,-,-
122,43,André Mook,110591 | ZAC B (22/09) - 19:31:00,0.000,0.000,-,0.000,-,-
123,44,Ard Koeleman,110591 | ZAC B (22/09) - 19:31:00,0.000,0.000,-,0.000,-,-
124,46,Saar Mooij,110591 | ZAC B (22/09) - 19:31:00,0.000,0.000,-,0.000,-,-
125,48,Nanky Fernandez Bonilla,110591 | ZAC B (22/09) - 19:31:00,0.000,0.000,-,0.000,-,-
126,50,Niek Adema,110591 | ZAC B (22/09) - 19:31:00,0.000,0.000,-,0.000,-,-
127,51,Eric Weber,110591 | ZAC B (22/09) - 19:31:00,0.000,0.000,-,0.000,-,-
128,53,Floor Sigmond,110591 | ZAC B (22/09) - 19:31:00,0.000,0.000,-,0.000,-,-
129,54,Maurits van der Heijde,110591 | ZAC B (22/09) - 19:31:00,0.000,0.000,-,0.000,-,-
130,55,Mette Stoel,110591 | ZAC B (22/09) - 19:31:00,0.000,0.000,-,0.000,-,-
131,56,Raymond Olsthoorn,110591 | ZAC B (22/09) - 19:31:00,0.000,0.000,-,0.000,-,-
132,61,Rémy van Es,110591 | ZAC B (22/09) - 19:31:00,0.000,0.000,-,0.000,-,-
133,62,Harmen Land,110591 | ZAC B (22/09) - 19:31:00,0.000,0.000,-,0.000,-,-
134,63,Izzy Kreuk,110591 | ZAC B (22/09) - 19:31:00,0.000,0.000,-,0.000,-,-
135,64,Daniel El Helou,110591 | ZAC B (22/09) - 19:31:00,0.000,0.000,-,0.000,-,-
136,65,Louis Oudshoorn,110591 | ZAC B (22/09) - 19:31:00,0.000,0.000,-,0.000,-,-
137,68,David van Aalst,110591 | ZAC B (22/09) - 19:31:00,0.000,0.000,-,0.000,-,-
138,70,Ferdou Nijenhuis,110591 | ZAC B (22/09) - 19:31:00,0.000,0.000,-,0.000,-,-
139,74,Leon Braat,110591 | ZAC B (22/09) - 19:31:00,0.000,0.000,-,0.000,-,-
140,75,Roel van der Weerd,110591 | ZAC B (22/09) - 19:31:00,0.000,0.000,-,0.000,-,-
141,92,Esrom Netserab,110591 | ZAC B (22/09) - 19:31:00,0.000,0.000,-,0.000,-,-
142,137,Stijn van Liefland,110591 | ZAC B (22/09) - 19:31:00,0.000,0.000,-,0.000,-,-
143,179,Roy van den Nouweland,110591 | ZAC B (22/09) - 19:31:00,0.000,0.000,-,0.000,-,-
144,183,Alexander Vellekoop,110591 | ZAC B (22/09) - 19:31:00,0.000,0.000,-,0.000,-,-
145,186,Floris Winia,110591 | ZAC B (22/09) - 19:31:00,0.000,0.000,-,0.000,-,-
146,188,Zhangze Shao,110591 | ZAC B (22/09) - 19:31:00,0.000,0.000,-,0.000,-,-
147,190,Pelle van Nederveen,110591 | ZAC B (22/09) - 19:31:00,0.000,0.000,-,0.000,-,-
148,-??-,- GZ-75296 -,,0.000,0.000,-,0.000,-,-
149,-??-,- CS-19022 -,,0.000,0.000,-,0.000,-,-
