Pos,Start Number,Competitor,Class,Total Time,Diff,Laps,Best Lap,Best Lap No.,Best Speed
57,18,Robbert Schaap,110557 | ZAC A (18/08) - 19:30:00,0.000,0.000,-,0.000,-,-
58,19,Maxim Harteloh,110557 | ZAC A (18/08) - 19:30:00,0.000,0.000,-,0.000,-,-
59,20,Robin Schoew,110557 | ZAC A (18/08) - 19:30:00,0.000,0.000,-,0.000,-,-
60,22,Jaco de Hoog,110557 | ZAC A (18/08) - 19:30:00,0.000,0.000,-,0.000,-,-
61,25,Ernst Fidom,110557 | ZAC A (18/08) - 19:30:00,0.000,0.000,-,0.000,-,-
62,26,Daan Hogenelst,110557 | ZAC A (18/08) - 19:30:00,0.000,0.000,-,0.000,-,-
63,51,Maurits Oskam,110557 | ZAC A (18/08) - 19:30:00,0.000,0.000,-,0.000,-,-
64,28,Jan Gudde,110557 | ZAC A (18/08) - 19:30:00,0.000,0.000,-,0.000,-,-
65,30,Pieter Bekker,110557 | ZAC A (18/08) - 19:30:00,0.000,0.000,-,0.000,-,-
66,31,Alwin Niewold,110557 | ZAC A (18/08) - 19:30:00,0.000,0.000,-,0.000,-,-
67,33,Eibert van 't Hof,110557 | ZAC A (18/08) - 19:30:00,0.000,0.000,-,0.000,-,-
68,34,Timo de Waard,110557 | ZAC A (18/08) - 19:30:00,0.000,0.000,-,0.000,-,-
69,35,Ralph van der Meer,110557 | ZAC A (18/08) - 19:30:00,0.000,0.000,-,0.000,-,-
70,37,Julian Kerklaan,110557 | ZAC A (18/08) - 19:30:00,0.000,0.000,-,0.000,-,-
71,38,Bart Vonk,110557 | ZAC A (18/08) - 19:30:00,0.000,0.000,-,0.000,-,-
72,39,Roderick Loykens,110557 | ZAC A (18/08) - 19:30:00,0.000,0.000,-,0.000,-,-
73,40,Kees Pameijer,110557 | ZAC A (18/08) - 19:30:00,0.000,0.000,-,0.000,-,-
74,41,Bob van den Berg,110557 | ZAC A (18/08) - 19:30:00,0.000,0.000,-,0.000,-,-
75,42,Sam Lagerwij,110557 | ZAC A (18/08) - 19:30:00,0.000,0.000,-,0.000,-,-
76,47,Arjen Koene,110557 | ZAC A (18/08) - 19:30:00,0.000,0.000,-,0.000,-,-
77,48,Linus Kloepfer,110557 | ZAC A (18/08) - 19:30:00,0.000,0.000,-,0.000,-,-
78,49,Max Etalle,110557 | ZAC A (18/08) - 19:30:00,0.000,0.000,-,0.000,-,-
79,52,Rik Bisschop,110557 | ZAC A (18/08) - 19:30:00,0.000,0.000,-,0.000,-,-
80,54,Teunis de Beer,110557 | ZAC A (18/08) - 19:30:00,0.000,0.000,-,0.000,-,-
81,55,Jelmer Kraaijeveld,110557 | ZAC A (18/08) - 19:30:00,0.000,0.000,-,0.000,-,-
82,56,Tom de Vreede,110557 | ZAC A (18/08) - 19:30:00,0.000,0.000,-,0.000,-,-
83,57,Teun Wissema,110557 | ZAC A (18/08) - 19:30:00,0.000,0.000,-,0.000,-,-
84,111,Frezer Netserab,110557 | ZAC A (18/08) - 19:30:00,0.000,0.000,-,0.000,-,-
85,58,Johan Olsthoorn,110557 | ZAC A (18/08) - 19:30:00,0.000,0.000,-,0.000,-,-
86,59,Milan de Vreede,110557 | ZAC A (18/08) - 19:30:00,0.000,0.000,-,0.000,-,-
87,119,Jonas van Dijk,110557 | ZAC A (18/08) - 19:30:00,0.000,0.000,-,0.000,-,-
88,121,Nelson Tausk,110557 | ZAC A (18/08) - 19:30:00,0.000,0.000,-,0.000,-,-
89,13,Maarten van der Salm,110557 | ZAC A (18/08) - 19:30:00,0.000,0.000,-,0.000,-,-
90,1,Luuk Nijhoff,110586 | ZAC B (18/08) - 19:31:00,0.000,0.000,-,0.000,-,-
91,3,Rombout Loman,110586 | ZAC B (18/08) - 19:31:00,0.000,0.000,-,0.000,-,-
92,5,Albert Berkhout,110586 | ZAC B (18/08) - 19:31:00,0.000,0.000,-,0.000,-,-
93,6,Bram Berkhout,110586 | ZAC B (18/08) - 19:31:00,0.000,0.000,-,0.000,-,-
94,9,Milou van de Beek,110586 | ZAC B (18/08) - 19:31:00,0.000,0.000,-,0.000,-,-
95,10,Sofie Freeke,110586 | ZAC B (18/08) - 19:31:00,0.000,0.000,-,0.000,-,-
96,11,Thomas Vobl,110586 | ZAC B (18/08) - 19:31:00,0.000,0.000,-,0.000,-,-
97,12,Constantijn Dekker,110586 | ZAC B (18/08) - 19:31:00,0.000,0.000,-,0.000,-,-
98,13,Jeroen Wieringa,110586 | ZAC B (18/08) - 19:31:00,0.000,0.000,-,0.000,-,-
99,17,Olen Olsthoorn,110586 | ZAC B (18/08) - 19:31:00,0.000,0.000,-,0.000,-,-
100,18,Ot Kuiper,110586 | ZAC B (18/08) - 19:31:00,0.000,0.000,-,0.000,-,-
101,21,Arco Flikweert,110586 | ZAC B (18/08) - 19:31:00,0.000,0.000,-,0.000,-,-
102,22,Jesse Flikweert,110586 | ZAC B (18/08) - 19:31:00,0.000,0.000,-,0.000,-,-
103,23,Marc Semmeling,110586 | ZAC B (18/08) - 19:31:00,0.000,0.000,-,0.000,-,-
104,25,Melvin Straathof,110586 | ZAC B (18/08) - 19:31:00,0.000,0.000,-,0.000,-,-
105,30,Niels Levelt,110586 | ZAC B (18/08) - 19:31:00,0.000,0.000,-,0.000,-,-
106,31,Dorien van Iwaarden,110586 | ZAC B (18/08) - 19:31:00,0.000,0.000,-,0.000,-,-
107,32,Björn Christian Benschop,110586 | ZAC B (18/08) - 19:31:00,0.000,0.000,-,0.000,-,-
108,33,Johan Bakker,110586 | ZAC B (18/08) - 19:31:00,0.000,0.000,-,0.000,-,-
109,34,Bram Veenhof,110586 | ZAC B (18/08) - 19:31:00,0.000,0.000,-,0.000,-,-
110,35,Anton Koopman,110586 | ZAC B (18/08) - 19:31:00,0.000,0.000,-,0.000,-,-
111,36,Paul van Sighem,110586 | ZAC B (18/08) - 19:31:00,0.000,0.000,-,0.000,-,-
112,37,Rob van der Liende,110586 | ZAC B (18/08) - 19:31:00,0.000,0.000,-,0.000,-,-
113,39,René Ammerlaan,110586 | ZAC B (18/08) - 19:31:00,0.000,0.000,-,0.000,-,-
114,40,Bart van Leeuwen,110586 | ZAC B (18/08) - 19:31:00,0.000,0.000,-,0.000,-,-
115,41,Mark van der Weide,110586 | ZAC B (18/08) - 19:31:00,0.000,0.000,-,0.000,-,-
116,43,André Mook,110586 | ZAC B (18/08) - 19:31:00,0.000,0.000,-,0.000,-,-
117,44,Ard Koeleman,110586 | ZAC B (18/08) - 19:31:00,0.000,0.000,-,0.000,-,-
118,48,Nanky Fernandez Bonilla,110586 | ZAC B (18/08) - 19:31:00,0.000,0.000,-,0.000,-,-
119,50,Niek Adema,110586 | ZAC B (18/08) - 19:31:00,0.000,0.000,-,0.000,-,-
120,53,Floor Sigmond,110586 | ZAC B (18/08) - 19:31:00,0.000,0.000,-,0.000,-,-
121,54,Maurits van der Heijde,110586 | ZAC B (18/08) - 19:31:00,0.000,0.000,-,0.000,-,-
122,55,Mette Stoel,110586 | ZAC B (18/08) - 19:31:00,0.000,0.000,-,0.000,-,-
123,56,Raymond Olsthoorn,110586 | ZAC B (18/08) - 19:31:00,0.000,0.000,-,0.000,-,-
124,57,Djurre Aleman,110586 | ZAC B (18/08) - 19:31:00,0.000,0.000,-,0.000,-,-
125,58,Bart Vons,110586 | ZAC B (18/08) - 19:31:00,0.000,0.000,-,0.000,-,-
126,59,Qiyan Wang,110586 | ZAC B (18/08) - 19:31:00,0.000,0.000,-,0.000,-,-
127,60,Ricardo Jansen,110586 | ZAC B (18/08) - 19:31:00,0.000,0.000,-,0.000,-,-
128,62,Harmen Land,110586 | ZAC B (18/08) - 19:31:00,0.000,0.000,-,0.000,-,-
129,63,Izzy Kreuk,110586 | ZAC B (18/08) - 19:31:00,0.000,0.000,-,0.000,-,-
130,64,Daniel El Helou,110586 | ZAC B (18/08) - 19:31:00,0.000,0.000,-,0.000,-,-
131,67,Joshua van der Liende,110586 | ZAC B (18/08) - 19:31:00,0.000,0.000,-,0.000,-,-
132,68,David van Aalst,110586 | ZAC B (18/08) - 19:31:00,0.000,0.000,-,0.000,-,-
133,69,Rowan Remmerswaal,110586 | ZAC B (18/08) - 19:31:00,0.000,0.000,-,0.000,-,-
134,70,Ferdou Nijenhuis,110586 | ZAC B (18/08) - 19:31:00,0.000,0.000,-,0.000,-,-
135,72,Bodi Van Buijtene,110586 | ZAC B (18/08) - 19:31:00,0.000,0.000,-,0.000,-,-
136,73,Stef van Buijtene,110586 | ZAC B (18/08) - 19:31:00,0.000,0.000,-,0.000,-,-
137,74,Leon Braat,110586 | ZAC B (18/08) - 19:31:00,0.000,0.000,-,0.000,-,-
138,75,Roel van der Weerd,110586 | ZAC B (18/08) - 19:31:00,0.000,0.000,-,0.000,-,-
139,104,Edwin de Haas,110586 | ZAC B (18/08) - 19:31:00,0.000,0.000,-,0.000,-,-
140,105,Marco van Koppen,110586 | ZAC B (18/08) - 19:31:00,0.000,0.000,-,0.000,-,-
141,137,Stijn van Liefland,110586 | ZAC B (18/08) - 19:31:00,0.000,0.000,-,0.000,-,-
142,179,Roy van den Nouweland,110586 | ZAC B (18/08) - 19:31:00,0.000,0.000,-,0.000,-,-
143,181,Martijn Hoek,110586 | ZAC B (18/08) - 19:31:00,0.000,0.000,-,0.000,-,-
144,-??-,- GK-67593 -,,0.000,0.000,-,0.000,-,-
145,-??-,- LV-66603 -,,0.000,0.000,-,0.000,-,-
146,-??-,- GZ-75296 -,,0.000,0.000,-,0.000,-,-
147,-??-,- KK-53082 -,,0.000,0.000,-,0.000,-,-
148,-??-,- LH-11494 -,,0.000,0.000,-,0.000,-,-
